year,st,state,gini,d10_value
1929,38,Oregon,0.432204515,0.36436058
1929,39,Pennsylvania,0.576389432,0.459596939
1929,40,Rhode Island,0.595589578,0.482993011
1929,41,South Carolina,0.471439689,0.265324135
1929,42,South Dakota,0.409593523,0.294792614
1929,43,Tennessee,0.491730958,0.36079998
1929,44,Texas,0.461902589,0.393821983
1929,45,Utah,0.465032756,0.372023659
1929,46,Vermont,0.477185845,0.379671097
1929,47,Virginia,0.470129132,0.334465218
1929,48,Washington,0.443093151,0.410825539
1929,49,West Virginia,0.478256017,0.332682762
1929,50,Wisconsin,0.507175386,0.366931915
1929,51,Wyoming,0.387137353,0.328389359
1930,1,Alabama,0.434127331,0.325748062
1930,3,Arizona,0.402635366,0.377760124
1930,4,Arkansas,0.388537288,0.284563026
1930,5,California,0.464406818,0.443789368
1930,6,Colorado,0.468462467,0.407735519
1930,7,Connecticut,0.530675054,0.447516518
1930,8,Delaware,0.648764491,0.542931137
1930,9,District of Columbia,0.439555526,0.432330742
1930,10,Florida,0.48578617,0.383263397
1930,11,Georgia,0.427802652,0.33868576
1930,13,Idaho,0.331438392,0.290947113
1930,14,Illinois,0.500133216,0.445332794
1930,15,Indiana,0.460371166,0.357507515
1930,16,Iowa,0.421733707,0.321186562
1930,17,Kansas,0.430281848,0.329354668
1930,18,Kentucky,0.448963791,0.359848595
1930,19,Louisiana,0.409362108,0.389718132
1930,20,Maine,0.483662814,0.397764511
1930,21,Maryland,0.497601509,0.516969452
1930,22,Massachusetts,0.522456825,0.470468254
1930,23,Michigan,0.501393795,0.380869255
1930,24,Minnesota,0.472060025,0.378402214
1930,25,Mississippi,0.395431668,0.283159981
1930,26,Missouri,0.493093312,0.408159485
1930,27,Montana,0.381693929,0.351075592
1930,28,Nebraska,0.415691018,0.343495979
1930,29,Nevada,0.457255006,0.370033112
1930,30,New Hampshire,0.466470689,0.381717911
1930,31,New Jersey,0.473788291,0.459368668
1930,32,New Mexico,0.381072581,0.378878593
1930,33,New York,0.54969877,0.513080635
1930,34,North Carolina,0.488502413,0.2916292
1930,35,North Dakota,0.355182439,0.285262871
1930,36,Ohio,0.494789898,0.406980019
1930,37,Oklahoma,0.475662589,0.384561653
1930,38,Oregon,0.399386108,0.367187538
1930,39,Pennsylvania,0.515759826,0.413478279
1930,40,Rhode Island,0.529034436,0.443318138
1930,41,South Carolina,0.400289297,0.277864742
1930,42,South Dakota,0.37942487,0.301910267
1930,43,Tennessee,0.433192939,0.367961044
1930,44,Texas,0.439161152,0.386159782
1930,45,Utah,0.436204314,0.35911068
1930,46,Vermont,0.435151458,0.380416718
1930,47,Virginia,0.429704666,0.358389015
1930,48,Washington,0.391783863,0.414510498
1930,49,West Virginia,0.436251819,0.338759995
1930,50,Wisconsin,0.478654891,0.385119781
1930,51,Wyoming,0.375541478,0.339274216
1931,1,Alabama,0.417724252,0.340429077
1931,3,Arizona,0.378817469,0.377100792
1931,4,Arkansas,0.383529574,0.270678482
1931,5,California,0.449270964,0.440583038
1931,6,Colorado,0.453947634,0.436036835
1931,7,Connecticut,0.495010763,0.445504227
1931,8,Delaware,0.639443755,0.528127403
1931,9,District of Columbia,0.427277327,0.456042824
1931,10,Florida,0.485888481,0.420006332
1931,11,Georgia,0.411168247,0.368551826
1931,13,Idaho,0.304296702,0.307575684
1931,14,Illinois,0.4613581,0.462765007
1931,15,Indiana,0.433605254,0.361597557
1931,16,Iowa,0.409677774,0.332212563
1931,17,Kansas,0.424451858,0.329372635
1931,18,Kentucky,0.421027333,0.36167511
1931,19,Louisiana,0.39898923,0.393834457
1931,20,Maine,0.472260147,0.430655899
1931,21,Maryland,0.485940039,0.514197845
1931,22,Massachusetts,0.481622636,0.464428558
1931,23,Michigan,0.48957482,0.40910965
1931,24,Minnesota,0.450203985,0.409664001
1931,25,Mississippi,0.381935507,0.278431969
1931,26,Missouri,0.459287912,0.415927505
1931,27,Montana,0.356681436,0.400660324
1931,28,Nebraska,0.411982775,0.371320648
1931,29,Nevada,0.438457221,0.462700882
1931,30,New Hampshire,0.448977977,0.410995331
1931,31,New Jersey,0.447465718,0.484181557
1931,32,New Mexico,0.378660589,0.376481438
1931,33,New York,0.501400888,0.502237091
1931,34,North Carolina,0.476923108,0.325015259
1931,35,North Dakota,0.363813847,0.36936882
1931,36,Ohio,0.44299081,0.407251396
1931,37,Oklahoma,0.437836736,0.347147141
1931,38,Oregon,0.368744314,0.365687752
1931,39,Pennsylvania,0.486059457,0.429821091
1931,40,Rhode Island,0.498642027,0.451823616
1931,41,South Carolina,0.397467911,0.299035816
1931,42,South Dakota,0.389030069,0.357580681
1931,43,Tennessee,0.425308079,0.381262703
1931,44,Texas,0.424537718,0.394673576
1931,45,Utah,0.414467245,0.388964806
1931,46,Vermont,0.396111459,0.402683372
1931,47,Virginia,0.419136196,0.358965988
1931,48,Washington,0.36463505,0.437897491
1931,49,West Virginia,0.405685425,0.337650948
1931,50,Wisconsin,0.457310528,0.389908447
1931,51,Wyoming,0.354122788,0.378761826
1932,1,Alabama,0.386168063,0.339740219
1932,3,Arizona,0.338846326,0.387919159
1932,4,Arkansas,0.351684511,0.281785927
1932,5,California,0.422822654,0.455595436
1932,6,Colorado,0.423714221,0.450554352
1932,7,Connecticut,0.483156472,0.459246445
1932,8,Delaware,0.636892319,0.597285309
1932,9,District of Columbia,0.378682911,0.416677017
1932,10,Florida,0.448322415,0.409099655
1932,11,Georgia,0.406049579,0.386589508
1932,13,Idaho,0.298664182,0.300725441
1932,14,Illinois,0.444494367,0.45008152
1932,15,Indiana,0.400991946,0.38256382
1932,16,Iowa,0.356178254,0.359145584
1932,17,Kansas,0.408228636,0.354315529
1932,18,Kentucky,0.413024783,0.386581764
1932,19,Louisiana,0.387531489,0.404712257
1932,20,Maine,0.452249885,0.429364777
1932,21,Maryland,0.451447934,0.534857483
1932,22,Massachusetts,0.452870578,0.460497742
1932,23,Michigan,0.431166947,0.39246254
1932,24,Minnesota,0.432892472,0.392178917
1932,25,Mississippi,0.366222531,0.279013863
1932,26,Missouri,0.431390136,0.446265144
1932,27,Montana,0.342587829,0.368624268
1932,28,Nebraska,0.3924613,0.364584618
1932,29,Nevada,0.392453611,0.393448944
1932,30,New Hampshire,0.432052493,0.43286602
1932,31,New Jersey,0.438912988,0.480759659
1932,32,New Mexico,0.335042894,0.390367393
1932,33,New York,0.490241945,0.516734467
1932,34,North Carolina,0.477958351,0.338334274
1932,35,North Dakota,0.326501846,0.362116089
1932,36,Ohio,0.42648533,0.428636665
1932,37,Oklahoma,0.389790744,0.384980812
1932,38,Oregon,0.375108331,0.365988579
1932,39,Pennsylvania,0.463494837,0.449928169
1932,40,Rhode Island,0.486564547,0.474305344
1932,41,South Carolina,0.375262618,0.304202957
1932,42,South Dakota,0.359679699,0.345445442
1932,43,Tennessee,0.393704027,0.399123001
1932,44,Texas,0.397041887,0.398506699
1932,45,Utah,0.395963609,0.381895294
1932,46,Vermont,0.382228225,0.436931
1932,47,Virginia,0.396395057,0.392672958
1932,48,Washington,0.351647258,0.42357338
1932,49,West Virginia,0.378794253,0.378474541
1932,50,Wisconsin,0.431135982,0.383019638
1932,51,Wyoming,0.337531179,0.392500153
1933,1,Alabama,0.398552537,0.322432175
1933,3,Arizona,0.346323311,0.35811245
1933,4,Arkansas,0.359029442,0.298158989
1933,5,California,0.437937617,0.438520813
1933,6,Colorado,0.437274456,0.407022324
1933,7,Connecticut,0.494554311,0.455341415
1933,8,Delaware,0.643275857,0.593673172
1933,9,District of Columbia,0.378794134,0.427347565
1933,10,Florida,0.457587749,0.408398285
1933,11,Georgia,0.414110184,0.372782135
1933,13,Idaho,0.312076062,0.33889595
1933,14,Illinois,0.467040062,0.471051102
1933,15,Indiana,0.414869219,0.371902199
1933,16,Iowa,0.391071767,0.354464035
1933,17,Kansas,0.399078697,0.351642914
1933,18,Kentucky,0.429316819,0.381864014
1933,19,Louisiana,0.383936077,0.388440628
1933,20,Maine,0.458455086,0.38520668
1933,21,Maryland,0.452638417,0.540347023
1933,22,Massachusetts,0.471371979,0.472724609
1933,23,Michigan,0.428236395,0.375084991
1933,24,Minnesota,0.441603899,0.411524773
1933,25,Mississippi,0.389105439,0.278869495
1933,26,Missouri,0.440327764,0.439393921
1933,27,Montana,0.331088781,0.40473938
1933,28,Nebraska,0.401952475,0.37926548
1933,29,Nevada,0.414616048,0.39470787
1933,30,New Hampshire,0.449388415,0.407664566
1933,31,New Jersey,0.450145364,0.487744789
1933,32,New Mexico,0.334694296,0.362542229
1933,33,New York,0.528925419,0.522137413
1933,34,North Carolina,0.454524636,0.338337555
1933,35,North Dakota,0.337777197,0.378724174
1933,36,Ohio,0.437803239,0.402066917
1933,37,Oklahoma,0.408882499,0.385477409
1933,38,Oregon,0.354194283,0.397119484
1933,39,Pennsylvania,0.465368718,0.449038506
1933,40,Rhode Island,0.496753454,0.436084251
1933,41,South Carolina,0.386907816,0.29378933
1933,42,South Dakota,0.380686998,0.407999649
1933,43,Tennessee,0.409288764,0.385163994
1933,44,Texas,0.405548513,0.415617676
1933,45,Utah,0.393603802,0.374426003
1933,46,Vermont,0.371023953,0.407292824
1933,47,Virginia,0.406090349,0.368312111
1933,48,Washington,0.344861478,0.43375164
1933,49,West Virginia,0.396140903,0.350851707
1933,50,Wisconsin,0.438433945,0.364063225
1933,51,Wyoming,0.386664122,0.384221611
1934,1,Alabama,0.389760524,0.322843056
1934,3,Arizona,0.350419581,0.405508423
1934,4,Arkansas,0.388816535,0.311944275
1934,5,California,0.433545083,0.477424316
1934,6,Colorado,0.435524881,0.475996933
1934,7,Connecticut,0.493895978,0.440833931
1934,8,Delaware,0.664341271,0.619174461
1934,9,District of Columbia,0.36858356,0.443330116
1934,10,Florida,0.474381477,0.431143379
1934,11,Georgia,0.417728543,0.390133171
1934,13,Idaho,0.331160694,0.303293934
1934,14,Illinois,0.445834994,0.476995697
1934,15,Indiana,0.430591047,0.368231926
1934,16,Iowa,0.405289978,0.385258636
1934,17,Kansas,0.408993155,0.376763763
1934,18,Kentucky,0.43397662,0.389629898
1934,19,Louisiana,0.401971877,0.397805099
1934,20,Maine,0.456930637,0.381941414
1934,21,Maryland,0.443750709,0.54162117
1934,22,Massachusetts,0.465033919,0.461718636
1934,23,Michigan,0.435108542,0.389015884
1934,24,Minnesota,0.442721516,0.418049393
1934,25,Mississippi,0.408010781,0.281347065
1934,26,Missouri,0.450536251,0.446150246
1934,27,Montana,0.33441326,0.468491707
1934,28,Nebraska,0.406535715,0.447896957
1934,29,Nevada,0.404558271,0.486995125
1934,30,New Hampshire,0.446377069,0.406455231
1934,31,New Jersey,0.43831104,0.498502998
1934,32,New Mexico,0.361534595,0.396521301
1934,33,New York,0.505087376,0.513103371
1934,34,North Carolina,0.462476432,0.337807007
1934,35,North Dakota,0.351478696,0.411985588
1934,36,Ohio,0.4420515,0.409062119
1934,37,Oklahoma,0.408225596,0.429236679
1934,38,Oregon,0.386078447,0.356597748
1934,39,Pennsylvania,0.46732688,0.427399063
1934,40,Rhode Island,0.494044185,0.45374752
1934,41,South Carolina,0.408253729,0.301220684
1934,42,South Dakota,0.373975724,0.369475479
1934,43,Tennessee,0.425323427,0.387816849
1934,44,Texas,0.420369714,0.432624016
1934,45,Utah,0.38604483,0.41267128
1934,46,Vermont,0.385218024,0.397129593
1934,47,Virginia,0.416691363,0.377668228
1934,48,Washington,0.372161984,0.42033596
1934,49,West Virginia,0.399338841,0.354067802
1934,50,Wisconsin,0.448312253,0.375258179
1934,51,Wyoming,0.383044571,0.396397858
1935,1,Alabama,0.385875523,0.326073685
1935,3,Arizona,0.359211296,0.408458519
1935,4,Arkansas,0.386504203,0.295402527
1935,5,California,0.432529062,0.47362278
1935,6,Colorado,0.451414943,0.433898087
1935,7,Connecticut,0.505457103,0.444574089
1935,8,Delaware,0.670445323,0.625527382
1935,9,District of Columbia,0.395840049,0.414702148
1935,10,Florida,0.491792142,0.462166901
1935,11,Georgia,0.409319133,0.397232094
1935,13,Idaho,0.327026904,0.329905777
1935,14,Illinois,0.463728338,0.456237793
1935,15,Indiana,0.428202599,0.357944756
1935,16,Iowa,0.399817914,0.301569805
1935,17,Kansas,0.400033176,0.347389183
1935,18,Kentucky,0.435366005,0.372472458
1935,19,Louisiana,0.406491131,0.389248161
1935,20,Maine,0.455030113,0.377638397
1935,21,Maryland,0.449396938,0.53241993
1935,22,Massachusetts,0.470957696,0.458424606
1935,23,Michigan,0.458613873,0.405115356
1935,24,Minnesota,0.447424442,0.360721779
1935,25,Mississippi,0.416616797,0.280192795
1935,26,Missouri,0.45389089,0.427737427
1935,27,Montana,0.340665579,0.404393349
1935,28,Nebraska,0.400743216,0.345169373
1935,29,Nevada,0.437534183,0.49028595
1935,30,New Hampshire,0.445985228,0.392461624
1935,31,New Jersey,0.459143311,0.463501282
1935,32,New Mexico,0.350155622,0.380125771
1935,33,New York,0.514742494,0.499482193
1935,34,North Carolina,0.45816195,0.323920746
1935,35,North Dakota,0.339822143,0.298211136
1935,36,Ohio,0.450035095,0.402428856
1935,37,Oklahoma,0.410697132,0.39834549
1935,38,Oregon,0.388332009,0.384897423
1935,39,Pennsylvania,0.459926873,0.44456562
1935,40,Rhode Island,0.496248543,0.430235634
1935,41,South Carolina,0.394252449,0.29195816
1935,42,South Dakota,0.371928483,0.288270378
1935,43,Tennessee,0.405672133,0.388874588
1935,44,Texas,0.425365269,0.431779747
1935,45,Utah,0.387905687,0.380714378
1935,46,Vermont,0.380583435,0.388047943
1935,47,Virginia,0.414269745,0.383404694
1935,48,Washington,0.362381816,0.444156265
1935,49,West Virginia,0.408438087,0.357921982
1935,50,Wisconsin,0.424743772,0.342495804
1935,51,Wyoming,0.384656996,0.369180412
1936,1,Alabama,0.427817732,0.338467216
1936,3,Arizona,0.381488025,0.439897614
1936,4,Arkansas,0.432135522,0.314206676
1936,5,California,0.466654867,0.459845314
1936,6,Colorado,0.480645239,0.440397758
1936,7,Connecticut,0.54443419,0.458917465
1936,8,Delaware,0.710121632,0.693913651
1936,9,District of Columbia,0.399993062,0.403190994
1936,10,Florida,0.540358186,0.481693153
1936,11,Georgia,0.460197568,0.39947361
1936,13,Idaho,0.341997832,0.33927166
1936,14,Illinois,0.49134621,0.493531418
1936,15,Indiana,0.452187032,0.378095093
1936,16,Iowa,0.418762326,0.359731636
1936,17,Kansas,0.412439078,0.384965324
1936,18,Kentucky,0.454191446,0.387779312
1936,19,Louisiana,0.46172753,0.415408363
1936,20,Maine,0.489900231,0.380654221
1936,21,Maryland,0.469833821,0.532344513
1936,22,Massachusetts,0.503272891,0.459429436
1936,23,Michigan,0.474892497,0.456549873
1936,24,Minnesota,0.473349601,0.413490906
1936,25,Mississippi,0.443651825,0.290658741
1936,26,Missouri,0.481996685,0.459056854
1936,27,Montana,0.347437054,0.442562904
1936,28,Nebraska,0.412713021,0.40231163
1936,29,Nevada,0.465578437,0.457252502
1936,30,New Hampshire,0.476973355,0.413367195
1936,31,New Jersey,0.472005457,0.466678963
1936,32,New Mexico,0.368723869,0.395379562
1936,33,New York,0.538629174,0.508030014
1936,34,North Carolina,0.486561447,0.335463448
1936,35,North Dakota,0.364666134,0.35625145
1936,36,Ohio,0.466042012,0.442288132
1936,37,Oklahoma,0.446490467,0.42729744
1936,38,Oregon,0.422630876,0.382366867
1936,39,Pennsylvania,0.492953181,0.431443787
1936,40,Rhode Island,0.524867415,0.444783287
1936,41,South Carolina,0.422964394,0.306609287
1936,42,South Dakota,0.377547204,0.363992577
1936,43,Tennessee,0.44231385,0.401702232
1936,44,Texas,0.446341097,0.449863167
1936,45,Utah,0.419264764,0.378290482
1936,46,Vermont,0.415600568,0.391825104
1936,47,Virginia,0.439047128,0.4038694
1936,48,Washington,0.4019216,0.447509117
1936,49,West Virginia,0.430605203,0.375815163
1936,50,Wisconsin,0.456797749,0.362837105
1936,51,Wyoming,0.394149154,0.388191299
1937,1,Alabama,0.418870836,0.354458847
1937,3,Arizona,0.362960428,0.446010361
1937,4,Arkansas,0.412240863,0.301532974
1937,5,California,0.444112271,0.447162018
1937,6,Colorado,0.463024318,0.450534515
1937,7,Connecticut,0.521627367,0.433259315
1937,8,Delaware,0.686786473,0.644208298
1937,9,District of Columbia,0.402695894,0.376482162
1937,10,Florida,0.529911876,0.487140808
1937,11,Georgia,0.426494151,0.402597351
1937,13,Idaho,0.333808661,0.361269493
1937,14,Illinois,0.466145217,0.449562645
1937,15,Indiana,0.425208181,0.369120789
1937,16,Iowa,0.406165749,0.290036335
1937,17,Kansas,0.412241966,0.355506592
1937,18,Kentucky,0.429411709,0.347008476
1937,19,Louisiana,0.43087706,0.429917145
1937,20,Maine,0.476409465,0.382593384
1937,21,Maryland,0.448090464,0.513976288
1937,22,Massachusetts,0.468979329,0.445153961
1937,23,Michigan,0.440677643,0.406749573
1937,24,Minnesota,0.439498425,0.365496445
1937,25,Mississippi,0.432925731,0.284889832
1937,26,Missouri,0.465106994,0.430660248
1937,27,Montana,0.327389508,0.418606148
1937,28,Nebraska,0.403014004,0.388423042
1937,29,Nevada,0.456245571,0.5277108
1937,30,New Hampshire,0.468790561,0.407006569
1937,31,New Jersey,0.453341961,0.443180809
1937,32,New Mexico,0.37495029,0.41284153
1937,33,New York,0.506292939,0.462097244
1937,34,North Carolina,0.477213264,0.324899025
1937,35,North Dakota,0.359780401,0.285792255
1937,36,Ohio,0.456810504,0.413543167
1937,37,Oklahoma,0.443590641,0.400778084
1937,38,Oregon,0.398910105,0.405289192
1937,39,Pennsylvania,0.444750041,0.432311172
1937,40,Rhode Island,0.498009771,0.423682213
1937,41,South Carolina,0.421543837,0.306684341
1937,42,South Dakota,0.365520239,0.28901453
1937,43,Tennessee,0.433232218,0.389860725
1937,44,Texas,0.426184773,0.472679482
1937,45,Utah,0.3986637,0.424898643
1937,46,Vermont,0.415811986,0.393851776
1937,47,Virginia,0.427101403,0.391304245
1937,48,Washington,0.389351249,0.433468666
1937,49,West Virginia,0.403955579,0.385757484
1937,50,Wisconsin,0.430024236,0.368108673
1937,51,Wyoming,0.380437642,0.373303795
1938,1,Alabama,0.432354122,0.350727043
1938,3,Arizona,0.413241863,0.425627289
1938,4,Arkansas,0.437918633,0.319386158
1938,5,California,0.467261642,0.424227943
1938,6,Colorado,0.477438509,0.403193665
1938,7,Connecticut,0.507015824,0.415067482
1938,8,Delaware,0.673896253,0.590753288
1938,9,District of Columbia,0.38957876,0.364684601
1938,10,Florida,0.565554261,0.461931686
1938,11,Georgia,0.435806364,0.408055229
1938,13,Idaho,0.372410119,0.306670284
1938,14,Illinois,0.459474623,0.455524826
1938,15,Indiana,0.432110012,0.380041161
1938,16,Iowa,0.423032403,0.315755291
1938,17,Kansas,0.460630894,0.352281151
1938,18,Kentucky,0.445241839,0.372607384
1938,19,Louisiana,0.436995059,0.432801018
1938,20,Maine,0.575481117,0.433070488
1938,21,Maryland,0.447489113,0.496517105
1938,22,Massachusetts,0.468932748,0.399982643
1938,23,Michigan,0.440272987,0.422641068
1938,24,Minnesota,0.432686269,0.374033127
1938,25,Mississippi,0.457232803,0.310843678
1938,26,Missouri,0.467550665,0.422217102
1938,27,Montana,0.348577976,0.402893028
1938,28,Nebraska,0.42903921,0.379228554
1938,29,Nevada,0.466547489,0.455934448
1938,30,New Hampshire,0.463571936,0.384036407
1938,31,New Jersey,0.449295342,0.430802345
1938,32,New Mexico,0.399449855,0.407776337
1938,33,New York,0.510821819,0.430719795
1938,34,North Carolina,0.470279038,0.330556946
1938,35,North Dakota,0.397389621,0.314942646
1938,36,Ohio,0.452311099,0.412039871
1938,37,Oklahoma,0.4767946,0.3911689
1938,38,Oregon,0.417734116,0.396955299
1938,39,Pennsylvania,0.443359226,0.424831047
1938,40,Rhode Island,0.490223408,0.380253792
1938,41,South Carolina,0.415872782,0.312475891
1938,42,South Dakota,0.416346669,0.295910225
1938,43,Tennessee,0.424859315,0.41129467
1938,44,Texas,0.457062036,0.46134407
1938,45,Utah,0.413901031,0.387482529
1938,46,Vermont,0.397470146,0.381263695
1938,47,Virginia,0.418810278,0.392206688
1938,48,Washington,0.384981185,0.40255722
1938,49,West Virginia,0.412972629,0.383602486
1938,50,Wisconsin,0.43729803,0.36252037
1938,51,Wyoming,0.407761037,0.368982315
1939,1,Alabama,0.409043401,0.39335144
1939,3,Arizona,0.383502364,0.432754059
1939,4,Arkansas,0.429459602,0.327911377
1939,5,California,0.425726056,0.449308395
1939,6,Colorado,0.440698534,0.458571014
1939,7,Connecticut,0.477001339,0.430387306
1939,8,Delaware,0.717184246,0.672882233
1939,9,District of Columbia,0.375493735,0.365166397
1939,10,Florida,0.530246496,0.472548904
