year,st,state,gini,d10_value
1969,40,Rhode Island,0.473357558,0.315237064
1969,41,South Carolina,0.480218023,0.309388332
1969,42,South Dakota,0.486788154,0.293107052
1969,43,Tennessee,0.469789326,0.35183197
1969,44,Texas,0.49403438,0.350221519
1969,45,Utah,0.458525985,0.309691219
1969,46,Vermont,0.47603339,0.315029297
1969,47,Virginia,0.461836487,0.325176315
1969,48,Washington,0.45677945,0.317020454
1969,49,West Virginia,0.437295228,0.34924221
1969,50,Wisconsin,0.457704514,0.299227333
1969,51,Wyoming,0.456399977,0.29837141
1970,1,Alabama,0.456063777,0.356517525
1970,2,Alaska,0.458385438,0.236718445
1970,3,Arizona,0.453011096,0.325955582
1970,4,Arkansas,0.458472669,0.370753593
1970,5,California,0.460080564,0.309538631
1970,6,Colorado,0.462733179,0.310893478
1970,7,Connecticut,0.460308701,0.323594475
1970,8,Delaware,0.468296081,0.333103638
1970,9,District of Columbia,0.545047462,0.341725311
1970,10,Florida,0.486458987,0.360613899
1970,11,Georgia,0.463248163,0.343579826
1970,12,Hawaii,0.480025083,0.260980396
1970,13,Idaho,0.506464303,0.306969929
1970,14,Illinois,0.440479726,0.311299515
1970,15,Indiana,0.434258878,0.313532352
1970,16,Iowa,0.445075423,0.299573345
1970,17,Kansas,0.451678663,0.326148643
1970,18,Kentucky,0.454111338,0.345088043
1970,19,Louisiana,0.47742939,0.348391571
1970,20,Maine,0.426295727,0.309454842
1970,21,Maryland,0.446683317,0.305763798
1970,22,Massachusetts,0.466593385,0.318242435
1970,23,Michigan,0.431160957,0.309037781
1970,24,Minnesota,0.460477084,0.303202362
1970,25,Mississippi,0.46564877,0.356940994
1970,26,Missouri,0.454367578,0.3364674
1970,27,Montana,0.470492572,0.29426466
1970,28,Nebraska,0.483399957,0.317843246
1970,29,Nevada,0.426737249,0.28541296
1970,30,New Hampshire,0.428520739,0.312903671
1970,31,New Jersey,0.459933311,0.313511696
1970,32,New Mexico,0.492759675,0.335583496
1970,33,New York,0.469311804,0.341856651
1970,34,North Carolina,0.459977537,0.327586288
1970,35,North Dakota,0.49596113,0.298166943
1970,36,Ohio,0.42850253,0.306218185
1970,37,Oklahoma,0.461863279,0.351407356
1970,38,Oregon,0.451810926,0.326919937
1970,39,Pennsylvania,0.42369023,0.321925659
1970,40,Rhode Island,0.45133999,0.308901234
1970,41,South Carolina,0.453968227,0.312258015
1970,42,South Dakota,0.487373263,0.285848255
1970,43,Tennessee,0.447012722,0.356936874
1970,44,Texas,0.481370747,0.347145805
1970,45,Utah,0.470004529,0.305213413
1970,46,Vermont,0.45515728,0.322673378
1970,47,Virginia,0.460940152,0.329952126
1970,48,Washington,0.445364237,0.311083508
1970,49,West Virginia,0.426701158,0.356145782
1970,50,Wisconsin,0.44208169,0.293640633
1970,51,Wyoming,0.455337942,0.290405006
1971,1,Alabama,0.451959372,0.369977379
1971,2,Alaska,0.46719867,0.254737415
1971,3,Arizona,0.456849366,0.330332527
1971,4,Arkansas,0.468496919,0.378388443
1971,5,California,0.461657137,0.318894424
1971,6,Colorado,0.471903145,0.319096184
1971,7,Connecticut,0.466398269,0.339778862
1971,8,Delaware,0.486147791,0.332129364
1971,9,District of Columbia,0.522826731,0.346661034
1971,10,Florida,0.480327576,0.368198204
1971,11,Georgia,0.459743559,0.346432304
1971,12,Hawaii,0.461793453,0.258462677
1971,13,Idaho,0.455078244,0.313657494
1971,14,Illinois,0.448381126,0.317674561
1971,15,Indiana,0.433189481,0.318915329
1971,16,Iowa,0.454633385,0.309552555
1971,17,Kansas,0.464886248,0.33741806
1971,18,Kentucky,0.461224556,0.35391243
1971,19,Louisiana,0.469700783,0.36537693
1971,20,Maine,0.477975488,0.3240131
1971,21,Maryland,0.450004309,0.31729929
1971,22,Massachusetts,0.464621842,0.325753365
1971,23,Michigan,0.436691344,0.317842464
1971,24,Minnesota,0.474770069,0.307867107
1971,25,Mississippi,0.477071077,0.359600639
1971,26,Missouri,0.451814324,0.339983597
1971,27,Montana,0.453674018,0.310469265
1971,28,Nebraska,0.469076067,0.315539112
1971,29,Nevada,0.495365828,0.306642208
1971,30,New Hampshire,0.45958361,0.314431515
1971,31,New Jersey,0.4574956,0.324510841
1971,32,New Mexico,0.490610331,0.334859581
1971,33,New York,0.468133122,0.351437416
1971,34,North Carolina,0.444826454,0.335171051
1971,35,North Dakota,0.464650273,0.288325367
1971,36,Ohio,0.430893809,0.312068367
1971,37,Oklahoma,0.464578092,0.356607132
1971,38,Oregon,0.457281649,0.335280724
1971,39,Pennsylvania,0.434869021,0.32841053
1971,40,Rhode Island,0.449281365,0.320819931
1971,41,South Carolina,0.446332812,0.318515739
1971,42,South Dakota,0.453726143,0.289162998
1971,43,Tennessee,0.456335604,0.373872299
1971,44,Texas,0.487357616,0.356601677
1971,45,Utah,0.467384428,0.309517956
1971,46,Vermont,0.470690548,0.32690258
1971,47,Virginia,0.460874438,0.33607872
1971,48,Washington,0.446712404,0.326173477
1971,49,West Virginia,0.409674406,0.361775894
1971,50,Wisconsin,0.449658334,0.301217861
1971,51,Wyoming,0.448645711,0.310763779
1972,1,Alabama,0.469192177,0.36577961
1972,2,Alaska,0.461649269,0.24654192
1972,3,Arizona,0.473607689,0.327165909
1972,4,Arkansas,0.478859305,0.368830261
1972,5,California,0.469952434,0.326413727
1972,6,Colorado,0.490133405,0.32452301
1972,7,Connecticut,0.470564127,0.345023689
1972,8,Delaware,0.477226675,0.327322235
1972,9,District of Columbia,0.489355117,0.326924438
1972,10,Florida,0.491830975,0.374392662
1972,11,Georgia,0.480260372,0.34907341
1972,12,Hawaii,0.474104047,0.267111912
1972,13,Idaho,0.451650679,0.287502899
1972,14,Illinois,0.448105067,0.329034538
1972,15,Indiana,0.440233439,0.321757584
1972,16,Iowa,0.441756606,0.309593544
1972,17,Kansas,0.464239597,0.328390121
1972,18,Kentucky,0.441189498,0.3526548
1972,19,Louisiana,0.456906646,0.362044334
1972,20,Maine,0.436512291,0.318329983
1972,21,Maryland,0.45784384,0.317514114
1972,22,Massachusetts,0.456712544,0.327889442
1972,23,Michigan,0.436012,0.323320961
1972,24,Minnesota,0.465354651,0.312269707
1972,25,Mississippi,0.462370157,0.36093029
1972,26,Missouri,0.454858929,0.339110794
1972,27,Montana,0.444290727,0.285038223
1972,28,Nebraska,0.456206024,0.314761333
1972,29,Nevada,0.480956316,0.303184223
1972,30,New Hampshire,0.447437733,0.321530228
1972,31,New Jersey,0.475236237,0.336226654
1972,32,New Mexico,0.48838225,0.329310417
1972,33,New York,0.470420927,0.355757713
1972,34,North Carolina,0.454432935,0.327313576
1972,35,North Dakota,0.455923498,0.254438763
1972,36,Ohio,0.438051671,0.310557556
1972,37,Oklahoma,0.462736309,0.361544075
1972,38,Oregon,0.450697869,0.328848
1972,39,Pennsylvania,0.438310802,0.323881416
1972,40,Rhode Island,0.460203171,0.316385937
1972,41,South Carolina,0.449578166,0.323110161
1972,42,South Dakota,0.472549677,0.27216177
1972,43,Tennessee,0.469187528,0.361850624
1972,44,Texas,0.498036772,0.361612167
1972,45,Utah,0.457343519,0.299298172
1972,46,Vermont,0.456811994,0.305661602
1972,47,Virginia,0.468995303,0.343530426
1972,48,Washington,0.445341647,0.333376045
1972,49,West Virginia,0.423867971,0.35667984
1972,50,Wisconsin,0.44216758,0.301524601
1972,51,Wyoming,0.473312676,0.29081543
1973,1,Alabama,0.455538303,0.353916397
1973,2,Alaska,0.458244622,0.252957191
1973,3,Arizona,0.482456118,0.320209122
1973,4,Arkansas,0.480942428,0.365227509
1973,5,California,0.478553742,0.321767578
1973,6,Colorado,0.482649922,0.315982914
1973,7,Connecticut,0.465161949,0.333496246
1973,8,Delaware,0.469173193,0.326284447
1973,9,District of Columbia,0.503721952,0.344258957
1973,10,Florida,0.493416429,0.368154831
1973,11,Georgia,0.477968097,0.345901642
1973,12,Hawaii,0.475032479,0.276463451
1973,13,Idaho,0.473361313,0.30967989
1973,14,Illinois,0.457640558,0.320353737
1973,15,Indiana,0.441782087,0.307789993
1973,16,Iowa,0.4775424,0.29934248
1973,17,Kansas,0.467823625,0.329080124
1973,18,Kentucky,0.473744452,0.340830879
1973,19,Louisiana,0.470956683,0.350469437
1973,20,Maine,0.465158939,0.321259727
1973,21,Maryland,0.470512301,0.319656487
1973,22,Massachusetts,0.464196205,0.329983864
1973,23,Michigan,0.444543004,0.311541958
1973,24,Minnesota,0.471955627,0.299735317
1973,25,Mississippi,0.488126338,0.350765076
1973,26,Missouri,0.47324416,0.329525452
1973,27,Montana,0.492941588,0.307661781
1973,28,Nebraska,0.488874167,0.322483826
1973,29,Nevada,0.478990018,0.313819199
1973,30,New Hampshire,0.472145796,0.313679867
1973,31,New Jersey,0.465984046,0.322628403
1973,32,New Mexico,0.49143225,0.337201424
1973,33,New York,0.467908859,0.349381409
1973,34,North Carolina,0.439244628,0.308627605
1973,35,North Dakota,0.473365247,0.240487194
1973,36,Ohio,0.439557284,0.310355072
1973,37,Oklahoma,0.490360975,0.352851257
1973,38,Oregon,0.458911657,0.330639534
1973,39,Pennsylvania,0.447280139,0.319821854
1973,40,Rhode Island,0.463258147,0.331464844
1973,41,South Carolina,0.448877215,0.311917992
1973,42,South Dakota,0.491628468,0.273980312
1973,43,Tennessee,0.476083934,0.356227913
1973,44,Texas,0.494211137,0.355624924
1973,45,Utah,0.463604331,0.302823124
1973,46,Vermont,0.463025987,0.314937363
1973,47,Virginia,0.467896372,0.336146545
1973,48,Washington,0.455123007,0.33450943
1973,49,West Virginia,0.443490744,0.360910568
1973,50,Wisconsin,0.451629519,0.290737705
1973,51,Wyoming,0.502646446,0.304953232
1974,1,Alabama,0.4675183,0.357758179
1974,2,Alaska,0.471398532,0.231927414
1974,3,Arizona,0.484717429,0.319852619
1974,4,Arkansas,0.484789759,0.360486794
1974,5,California,0.479726315,0.320909195
1974,6,Colorado,0.485423237,0.316457062
1974,7,Connecticut,0.477915466,0.338476791
1974,8,Delaware,0.478425801,0.326080704
1974,9,District of Columbia,0.497304559,0.337949257
1974,10,Florida,0.492944479,0.361571198
1974,11,Georgia,0.477627426,0.342394943
1974,12,Hawaii,0.479654849,0.27110899
1974,13,Idaho,0.479902446,0.310429039
1974,14,Illinois,0.461942524,0.319750538
1974,15,Indiana,0.450173676,0.314940071
1974,16,Iowa,0.469975829,0.309107647
1974,17,Kansas,0.478791386,0.335717812
1974,18,Kentucky,0.468101799,0.35001358
1974,19,Louisiana,0.477068424,0.356175156
1974,20,Maine,0.466866583,0.324324837
1974,21,Maryland,0.466807604,0.314727077
1974,22,Massachusetts,0.468959451,0.333717537
1974,23,Michigan,0.452757955,0.316198883
1974,24,Minnesota,0.476429611,0.306836948
1974,25,Mississippi,0.484652102,0.352075996
1974,26,Missouri,0.472214907,0.337776871
1974,27,Montana,0.492597193,0.311727104
1974,28,Nebraska,0.488683105,0.32113903
1974,29,Nevada,0.491069436,0.309421959
1974,30,New Hampshire,0.460235655,0.31808672
1974,31,New Jersey,0.468786418,0.326667671
1974,32,New Mexico,0.502230585,0.333409653
1974,33,New York,0.471162289,0.349206009
1974,34,North Carolina,0.458027244,0.317295399
1974,35,North Dakota,0.49316746,0.277304955
1974,36,Ohio,0.442262113,0.313303089
1974,37,Oklahoma,0.488021702,0.352990952
1974,38,Oregon,0.465465993,0.329349174
1974,39,Pennsylvania,0.448224008,0.322801361
1974,40,Rhode Island,0.465427011,0.340746498
1974,41,South Carolina,0.454409301,0.314248734
1974,42,South Dakota,0.508186162,0.285334301
1974,43,Tennessee,0.473391384,0.356078568
1974,44,Texas,0.501119137,0.352376823
1974,45,Utah,0.466820329,0.302705212
1974,46,Vermont,0.467804462,0.323835449
1974,47,Virginia,0.468675643,0.331059723
1974,48,Washington,0.460682362,0.334674339
1974,49,West Virginia,0.436112553,0.360671616
1974,50,Wisconsin,0.459125251,0.294727974
1974,51,Wyoming,0.488004237,0.307987938
1975,1,Alabama,0.471967429,0.363152313
1975,2,Alaska,0.470441014,0.212128487
1975,3,Arizona,0.503290713,0.320920219
1975,4,Arkansas,0.496788681,0.357392502
1975,5,California,0.480473846,0.321484413
1975,6,Colorado,0.483231604,0.318332291
1975,7,Connecticut,0.488077551,0.344913177
1975,8,Delaware,0.478196442,0.327327271
1975,9,District of Columbia,0.482895792,0.333200798
1975,10,Florida,0.504188001,0.35665638
1975,11,Georgia,0.477887988,0.340442467
1975,12,Hawaii,0.487023145,0.267009811
1975,13,Idaho,0.491337538,0.312549858
1975,14,Illinois,0.46775642,0.320573349
1975,15,Indiana,0.454702586,0.323420792
1975,16,Iowa,0.477579623,0.320152588
1975,17,Kansas,0.492368162,0.343783226
1975,18,Kentucky,0.490455657,0.360663261
1975,19,Louisiana,0.481256366,0.363408432
1975,20,Maine,0.458990633,0.32880127
1975,21,Maryland,0.462881446,0.311242638
1975,22,Massachusetts,0.476140857,0.338897858
1975,23,Michigan,0.455742061,0.322215881
1975,24,Minnesota,0.472037971,0.315233669
1975,25,Mississippi,0.476533115,0.354938202
1975,26,Missouri,0.488403082,0.347449799
1975,27,Montana,0.510030687,0.317138214
1975,28,Nebraska,0.501776516,0.321233444
1975,29,Nevada,0.495057702,0.306441059
1975,30,New Hampshire,0.456617206,0.323864365
1975,31,New Jersey,0.469884664,0.332119293
1975,32,New Mexico,0.517256379,0.331135025
1975,33,New York,0.46700713,0.350583267
1975,34,North Carolina,0.460744172,0.32728981
1975,35,North Dakota,0.497430444,0.315003014
1975,36,Ohio,0.445594519,0.317614594
1975,37,Oklahoma,0.494859606,0.354697189
1975,38,Oregon,0.477771699,0.329534035
1975,39,Pennsylvania,0.451856613,0.327186241
1975,40,Rhode Island,0.47300002,0.351453094
1975,41,South Carolina,0.454963177,0.317953053
1975,42,South Dakota,0.515358508,0.29784729
1975,43,Tennessee,0.465494871,0.357512169
1975,44,Texas,0.502551436,0.350724907
1975,45,Utah,0.472027868,0.303932972
1975,46,Vermont,0.458887786,0.334087029
1975,47,Virginia,0.471299469,0.327491913
1975,48,Washington,0.46001035,0.336324234
1975,49,West Virginia,0.428772032,0.362036896
1975,50,Wisconsin,0.455873251,0.299989243
1975,51,Wyoming,0.498609394,0.312361679
1976,1,Alabama,0.464211166,0.355672264
1976,2,Alaska,0.463868946,0.203720112
1976,3,Arizona,0.502094388,0.317295551
1976,4,Arkansas,0.480481267,0.368973808
1976,5,California,0.483461231,0.32210762
1976,6,Colorado,0.476084054,0.314309273
1976,7,Connecticut,0.488775194,0.357877464
1976,8,Delaware,0.480560035,0.318292313
1976,9,District of Columbia,0.482636452,0.352962265
1976,10,Florida,0.494342387,0.353989601
1976,11,Georgia,0.476606816,0.325195007
1976,12,Hawaii,0.491181016,0.270203876
1976,13,Idaho,0.476184398,0.285920429
1976,14,Illinois,0.465706825,0.324957695
1976,15,Indiana,0.455051273,0.316474438
1976,16,Iowa,0.469825923,0.321737251
1976,17,Kansas,0.477071613,0.336092339
1976,18,Kentucky,0.465414047,0.338767433
1976,19,Louisiana,0.473105282,0.357076035
1976,20,Maine,0.464181304,0.315054951
1976,21,Maryland,0.471858233,0.305004444
1976,22,Massachusetts,0.473151416,0.335805779
1976,23,Michigan,0.465958238,0.321523552
1976,24,Minnesota,0.477059096,0.333159294
1976,25,Mississippi,0.484556407,0.354285126
1976,26,Missouri,0.472353309,0.344868202
1976,27,Montana,0.506185532,0.32291256
1976,28,Nebraska,0.501728177,0.320441513
1976,29,Nevada,0.476514369,0.308118343
1976,30,New Hampshire,0.445030868,0.308938408
1976,31,New Jersey,0.4678967,0.329028473
1976,32,New Mexico,0.501319647,0.322790031
1976,33,New York,0.469531357,0.351747932
1976,34,North Carolina,0.477175832,0.323861809
1976,35,North Dakota,0.514581501,0.315581779
1976,36,Ohio,0.45085308,0.314581146
1976,37,Oklahoma,0.487113267,0.352606354
1976,38,Oregon,0.466016591,0.317060261
1976,39,Pennsylvania,0.454052001,0.32549202
1976,40,Rhode Island,0.457936496,0.336747856
1976,41,South Carolina,0.448057532,0.302823811
1976,42,South Dakota,0.507278502,0.323818359
1976,43,Tennessee,0.468179852,0.34481678
1976,44,Texas,0.501652956,0.348803596
1976,45,Utah,0.458649963,0.295373707
1976,46,Vermont,0.479132771,0.318907852
1976,47,Virginia,0.469755441,0.326198158
1976,48,Washington,0.468993694,0.330915909
1976,49,West Virginia,0.441259921,0.357168694
1976,50,Wisconsin,0.466735929,0.302494125
1976,51,Wyoming,0.47072202,0.30309866
1977,1,Alabama,0.478943795,0.353338661
1977,2,Alaska,0.491322488,0.218058109
1977,3,Arizona,0.479580671,0.324319572
1977,4,Arkansas,0.479317397,0.356607704
1977,5,California,0.491791695,0.331370964
1977,6,Colorado,0.489236921,0.322676849
1977,7,Connecticut,0.478019893,0.353666611
1977,8,Delaware,0.46036154,0.329998932
1977,9,District of Columbia,0.501691222,0.337731209
1977,10,Florida,0.480007827,0.356650658
1977,11,Georgia,0.478026867,0.33124321
1977,12,Hawaii,0.470340848,0.285557556
1977,13,Idaho,0.508038342,0.304250526
1977,14,Illinois,0.469122142,0.323988571
1977,15,Indiana,0.461524814,0.319760303
1977,16,Iowa,0.476557761,0.316483765
1977,17,Kansas,0.482436091,0.336707878
1977,18,Kentucky,0.457079798,0.338539276
1977,19,Louisiana,0.489840537,0.360102463
1977,20,Maine,0.49169296,0.312105427
1977,21,Maryland,0.472030312,0.317180672
1977,22,Massachusetts,0.466727287,0.340033531
1977,23,Michigan,0.464026541,0.323632393
1977,24,Minnesota,0.480891377,0.320625801
1977,25,Mississippi,0.497177958,0.347391167
1977,26,Missouri,0.476664841,0.344368706
1977,27,Montana,0.513588548,0.32602478
1977,28,Nebraska,0.486234814,0.32615181
1977,29,Nevada,0.517472446,0.318173237
1977,30,New Hampshire,0.468583494,0.323468437
1977,31,New Jersey,0.464369208,0.33218998
1977,32,New Mexico,0.500622809,0.327348366
1977,33,New York,0.472989708,0.350459938
1977,34,North Carolina,0.455655575,0.321105347
1977,35,North Dakota,0.536485791,0.322389984
1977,36,Ohio,0.44064042,0.315980968
1977,37,Oklahoma,0.498095691,0.355227127
1977,38,Oregon,0.458950698,0.333694649
1977,39,Pennsylvania,0.450381726,0.328251534
1977,40,Rhode Island,0.47112453,0.337074203
1977,41,South Carolina,0.461055249,0.30930357
1977,42,South Dakota,0.577089965,0.301406441
1977,43,Tennessee,0.489065737,0.345134201
1977,44,Texas,0.503498554,0.35401123
1977,45,Utah,0.459789217,0.304863548
1977,46,Vermont,0.460985243,0.327899857
1977,47,Virginia,0.456987262,0.320268173
1977,48,Washington,0.468457907,0.327715988
1977,49,West Virginia,0.447759509,0.354435616
1977,50,Wisconsin,0.476135999,0.307522507
1977,51,Wyoming,0.49537316,0.299240952
1978,1,Alabama,0.459341884,0.348901482
1978,2,Alaska,0.494370073,0.231888599
1978,3,Arizona,0.499013692,0.326847763
1978,4,Arkansas,0.481965065,0.337306328
1978,5,California,0.487678915,0.326167526
1978,6,Colorado,0.493216544,0.319820843
1978,7,Connecticut,0.478892863,0.345239525
1978,8,Delaware,0.496342212,0.329372215
1978,9,District of Columbia,0.511083305,0.358754883
1978,10,Florida,0.490834624,0.359065742
1978,11,Georgia,0.485385895,0.32762001
1978,12,Hawaii,0.477761328,0.290841427
1978,13,Idaho,0.486054927,0.299224834
1978,14,Illinois,0.471181631,0.321646347
1978,15,Indiana,0.464673728,0.322118187
1978,16,Iowa,0.45600611,0.304029427
1978,17,Kansas,0.490868568,0.335213928
1978,18,Kentucky,0.466827065,0.338529968
1978,19,Louisiana,0.490301132,0.352050095
1978,20,Maine,0.468684286,0.317881413
1978,21,Maryland,0.458442003,0.310335331
1978,22,Massachusetts,0.473280609,0.337968445
1978,23,Michigan,0.46143952,0.322783775
1978,24,Minnesota,0.481855363,0.323276787
1978,25,Mississippi,0.478041589,0.348533821
1978,26,Missouri,0.470662385,0.342651749
1978,27,Montana,0.513872027,0.308762779
1978,28,Nebraska,0.482377827,0.315604496
1978,29,Nevada,0.503231287,0.311604118
1978,30,New Hampshire,0.444733322,0.322309341
1978,31,New Jersey,0.475628525,0.326076012
1978,32,New Mexico,0.459908962,0.328808441
1978,33,New York,0.477578253,0.353002853
1978,34,North Carolina,0.463147938,0.323646469
1978,35,North Dakota,0.491400212,0.289541988
1978,36,Ohio,0.447080553,0.31524435
1978,37,Oklahoma,0.4734703,0.35364502
1978,38,Oregon,0.480400026,0.327138481
1978,39,Pennsylvania,0.455705911,0.324555893
1978,40,Rhode Island,0.465958953,0.346895905
1978,41,South Carolina,0.465950191,0.306562061
1978,42,South Dakota,0.517615676,0.297781563
1978,43,Tennessee,0.478796989,0.350449448
1978,44,Texas,0.510296643,0.346284103
1978,45,Utah,0.459121913,0.297914734
1978,46,Vermont,0.446530104,0.32364933
1978,47,Virginia,0.455862194,0.324349403
1978,48,Washington,0.479650855,0.326703377
1978,49,West Virginia,0.438973844,0.344776917
1978,50,Wisconsin,0.458959043,0.3123176
1978,51,Wyoming,0.485492736,0.296848106
1979,1,Alabama,0.483021289,0.362080536
1979,2,Alaska,0.488133788,0.252176704
1979,3,Arizona,0.497731328,0.324818497
1979,4,Arkansas,0.494394779,0.359032707
1979,5,California,0.494935781,0.325237999
1979,6,Colorado,0.494525135,0.313123569
1979,7,Connecticut,0.484992474,0.349948997
1979,8,Delaware,0.479818612,0.334908524
1979,9,District of Columbia,0.498838603,0.39787941
1979,10,Florida,0.502619743,0.370911064
1979,11,Georgia,0.483301312,0.351461678
1979,12,Hawaii,0.496130943,0.277884541
1979,13,Idaho,0.488172591,0.30021637
1979,14,Illinois,0.471846461,0.324689217
1979,15,Indiana,0.470315695,0.32543499
1979,16,Iowa,0.477548122,0.325683746
1979,17,Kansas,0.477647126,0.341321831
1979,18,Kentucky,0.472233653,0.335666885
1979,19,Louisiana,0.488935143,0.36515274
1979,20,Maine,0.459266692,0.32848938
1979,21,Maryland,0.480101973,0.317521648
1979,22,Massachusetts,0.475235671,0.357149658
1979,23,Michigan,0.46128884,0.326530991
1979,24,Minnesota,0.483844787,0.332086105
1979,25,Mississippi,0.481137067,0.372958336
1979,26,Missouri,0.473173082,0.350908432
1979,27,Montana,0.507782161,0.326741714
1979,28,Nebraska,0.495852679,0.336802444
1979,29,Nevada,0.493285,0.30362751
1979,30,New Hampshire,0.464001328,0.327071533
1979,31,New Jersey,0.473723173,0.33560833
1979,32,New Mexico,0.507985592,0.331233139
1979,33,New York,0.482165337,0.368260155
1979,34,North Carolina,0.468169749,0.338034248
1979,35,North Dakota,0.507278085,0.316709652
1979,36,Ohio,0.448394328,0.326229973
1979,37,Oklahoma,0.487228662,0.356944046
1979,38,Oregon,0.478271663,0.318275318
1979,39,Pennsylvania,0.460445791,0.338979683
1979,40,Rhode Island,0.468086541,0.369632149
1979,41,South Carolina,0.464888304,0.331605415
1979,42,South Dakota,0.531363487,0.303887157
1979,43,Tennessee,0.481809944,0.3534021
1979,44,Texas,0.504975736,0.349827957
1979,45,Utah,0.471372157,0.299153194
1979,46,Vermont,0.460392535,0.324017944
1979,47,Virginia,0.473412275,0.320498924
1979,48,Washington,0.467088968,0.30281702
1979,49,West Virginia,0.446326941,0.361604729
1979,50,Wisconsin,0.462016165,0.314600983
1979,51,Wyoming,0.491752177,0.283384056
1980,1,Alabama,0.481605977,0.381671944
1980,2,Alaska,0.508730173,0.254820919
1980,3,Arizona,0.484416753,0.318804226
1980,4,Arkansas,0.490917981,0.37641922
1980,5,California,0.499167383,0.325575523
1980,6,Colorado,0.500441909,0.320270958
1980,7,Connecticut,0.500998497,0.359352951
1980,8,Delaware,0.485841155,0.339307442
1980,9,District of Columbia,0.501686037,0.413141327
1980,10,Florida,0.506225705,0.372558136
1980,11,Georgia,0.489101768,0.344867935
1980,12,Hawaii,0.494487524,0.297645512
1980,13,Idaho,0.48030895,0.303440533
1980,14,Illinois,0.480322868,0.334650154
1980,15,Indiana,0.472934812,0.334009514
1980,16,Iowa,0.483034551,0.331403618
1980,17,Kansas,0.491612077,0.34703083
1980,18,Kentucky,0.48629421,0.363086472
1980,19,Louisiana,0.505125284,0.362188072
1980,20,Maine,0.470386744,0.331092873
1980,21,Maryland,0.487981141,0.318797417
1980,22,Massachusetts,0.480201453,0.356447029
1980,23,Michigan,0.474912375,0.33987072
1980,24,Minnesota,0.486270577,0.334056511
1980,25,Mississippi,0.506691635,0.393707085
1980,26,Missouri,0.485187799,0.359271584
1980,27,Montana,0.495456159,0.33582943
1980,28,Nebraska,0.506237686,0.34864872
1980,29,Nevada,0.493799269,0.303141041
1980,30,New Hampshire,0.45333752,0.32413414
1980,31,New Jersey,0.479760468,0.339202042
1980,32,New Mexico,0.506997168,0.345870628
1980,33,New York,0.490045875,0.371636353
1980,34,North Carolina,0.475785702,0.346404724
1980,35,North Dakota,0.523323953,0.390867882
1980,36,Ohio,0.455292284,0.328094864
1980,37,Oklahoma,0.512772739,0.361715775
1980,38,Oregon,0.483927399,0.319551411
1980,39,Pennsylvania,0.464331061,0.344364815
1980,40,Rhode Island,0.477938861,0.365055313
1980,41,South Carolina,0.459643275,0.329989891
1980,42,South Dakota,0.549110591,0.35736824
1980,43,Tennessee,0.482066035,0.368786545
1980,44,Texas,0.50879854,0.352605972
1980,45,Utah,0.483074844,0.295896702
1980,46,Vermont,0.467532307,0.344586105
1980,47,Virginia,0.470481783,0.318635883
1980,48,Washington,0.472815603,0.314080811
1980,49,West Virginia,0.451806307,0.373986435
1980,50,Wisconsin,0.464754224,0.317258606
1980,51,Wyoming,0.495289803,0.287897816
1981,1,Alabama,0.481858313,0.3694244
1981,2,Alaska,0.471489012,0.252191944
1981,3,Arizona,0.488411754,0.317062416
1981,4,Arkansas,0.504751205,0.373528633
1981,5,California,0.502159119,0.329973907
1981,6,Colorado,0.493923217,0.324541969
1981,7,Connecticut,0.500605404,0.364356041
1981,8,Delaware,0.470477432,0.345204468
1981,9,District of Columbia,0.532842159,0.42687191
1981,10,Florida,0.506342351,0.3635746
1981,11,Georgia,0.497731358,0.342096939
1981,12,Hawaii,0.497582465,0.299344082
1981,13,Idaho,0.512721598,0.316663551
1981,14,Illinois,0.481582969,0.332575035
1981,15,Indiana,0.480338991,0.327843742
1981,16,Iowa,0.490653366,0.31460289
1981,17,Kansas,0.50555861,0.348292084
1981,18,Kentucky,0.484822392,0.363061295
1981,19,Louisiana,0.516234696,0.361226692
1981,20,Maine,0.458894938,0.345561028
1981,21,Maryland,0.469560266,0.33137722
1981,22,Massachusetts,0.478143036,0.362405243
1981,23,Michigan,0.471788883,0.344648323
1981,24,Minnesota,0.492863715,0.332343102
1981,25,Mississippi,0.5093413,0.389420013
1981,26,Missouri,0.48251611,0.354538155
1981,27,Montana,0.501478851,0.32906292
1981,28,Nebraska,0.515061378,0.321879463
1981,29,Nevada,0.499112219,0.305307407
1981,30,New Hampshire,0.461838633,0.321999435
1981,31,New Jersey,0.475082934,0.341768608
1981,32,New Mexico,0.502253473,0.334477463
1981,33,New York,0.493726611,0.377091141
1981,34,North Carolina,0.485686034,0.345357666
1981,35,North Dakota,0.549376309,0.332076797
1981,36,Ohio,0.459222555,0.328929749
1981,37,Oklahoma,0.5165025,0.355349197
1981,38,Oregon,0.495249122,0.331890144
1981,39,Pennsylvania,0.461868286,0.344325562
1981,40,Rhode Island,0.474244326,0.354440765
1981,41,South Carolina,0.463383466,0.323962517
1981,42,South Dakota,0.555053711,0.329152832
1981,43,Tennessee,0.496990979,0.368907089
1981,44,Texas,0.512588918,0.354120102
1981,45,Utah,0.48480159,0.293042088
1981,46,Vermont,0.480351776,0.341239319
1981,47,Virginia,0.477135956,0.328125076
1981,48,Washington,0.46516782,0.311632633
1981,49,West Virginia,0.464952111,0.376839943
1981,50,Wisconsin,0.470393062,0.32689476
1981,51,Wyoming,0.482409686,0.293755512
