iso,sce,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
BFA,SSP1,1274.44135,1316.572584,1358.826341,1402.546529,1448.892208,1498.978054,1553.704623,1614.012234,1680.709507,1754.488265,1836.100274,1926.160386,2025.361956,2134.128812,2252.727753,2381.748837,2521.802453,2673.54668,2837.722135,3014.942029,3205.735666,3410.59977,3629.975488,3864.3686,4114.381633,4380.686216,4663.818023,4964.398759,5283.128576,5620.738222,5978.042196,6355.598751,6753.934204,7174.036212,7617.026065,8083.859415,8574.965769,9090.863149,9632.063347,10199.00383,10792.03988,11411.45967,12057.49611,12730.39794,13430.46977,14157.91948,14912.79723,15695.16254,16504.77995,17341.16594,18203.82071,19092.47343,20006.6767,20946.25057,21911.07328,22900.93292,23915.47672,24954.48747,26016.85906,27101.00595,28205.89556,29331.39438,30477.03547,31643.41465,32831.48073,34041.82828,35273.91846,36527.40031,37801.75953,39096.22615,40410.08936,41743.02608,43094.71405,44464.34504,45851.04889,47254.07648,48672.89852,50106.86861,51555.89348,53020.07192,54499.27956,55992.68432,57499.46898,59018.90882,60550.12326,62092.18969,63644.05305,65204.6247,66772.65379,68346.82088,69925.73373
BDI,SSP1,587.4003818,597.3735254,610.932781,627.7127154,647.5079253,670.2540826,696.0128662,725.0700987,757.5845619,794.0307903,834.7497368,880.3611141,931.3331503,988.4785798,1052.902383,1125.533223,1207.016184,1298.194716,1399.736896,1512.708915,1637.710852,1775.565162,1926.783559,2092.346941,2272.87072,2469.209251,2681.932685,2911.509846,3158.760628,3424.58122,3709.851703,4015.036944,4340.716329,4687.435639,5055.765836,5446.080244,5859.156089,6295.571435,6755.947429,7240.945839,7751.11308,8287.098183,8849.457031,9439.432185,10058.31893,10707.2447,11386.58523,12096.67535,12838.10749,13611.302,14416.77387,15254.53359,16124.54069,17027.0325,17962.13897,18929.59455,19929.16528,20960.50445,22022.26252,23112.36735,24229.31249,25372.69785,26541.95114,27736.23439,28954.81831,30196.90114,31461.98343,32749.72379,34059.15985,35389.13357,36738.76733,38107.8661,39496.15932,40903.69386,42331.09236,43778.5858,45245.72067,46731.98757,48238.26338,49766.21742,51316.5553,52888.38042,54480.72505,56092.68065,57723.0906,59370.51511,61033.18416,62709.11934,64396.08029,66091.35879,67792.22601
CPV,SSP1,3897.027253,4028.56866,4168.906552,4320.214951,4482.436433,4655.536882,4841.688909,5040.877532,5253.117611,5480.604132,5721.239688,5977.231035,6250.749616,6542.022206,6849.286369,7179.230954,7527.807141,7899.571324,8290.220921,8705.767066,9141.802493,9600.710625,10082.68653,10586.08287,11109.50669,11651.52383,12212.51912,12792.95626,13393.46334,14010.48438,14644.71886,15296.79497,15967.33888,16652.88182,17352.18452,18066.07583,18790.88432,19529.5242,20280.06399,21040.19792,21809.93207,22589.62381,23377.13309,24170.96409,24974.55461,25786.44541,26604.44489,27431.29733,28263.24274,29106.94903,29958.17353,30816.85374,31684.87563,32560.45557,33442.67544,34330.18025,35225.10631,36124.95484,37029.99506,37940.54538,38856.93903,39776.90226,40700.65554,41631.22093,42566.59885,43512.53301,44466.96579,45428.01755,46400.76913,47379.06807,48365.32164,49360.16987,50363.83998,51375.89505,52405.64206,53447.53778,54507.86614,55584.76348,56678.89185,57796.33001,58931.46467,60087.91836,61266.09034,62459.86119,63678.19091,64911.21319,66161.07102,67426.43157,68699.02969,69979.6723,71265.49822
KHM,SSP1,2207.923067,2307.544125,2430.076223,2572.526969,2732.340125,2907.462874,3096.257089,3297.481768,3510.571783,3735.090213,3971.158371,4218.714665,4477.806008,4750.653202,5041.042835,5351.364321,5681.989152,6033.652638,6407.098782,6802.870722,7221.347699,7663.251272,8129.22061,8619.215744,9132.94279,9670.355046,10231.85312,10817.16472,11427.94544,12066.64328,12734.59151,13431.57911,14157.94296,14911.30717,15687.49871,16484.04607,17301.15942,18138.20492,18997.05635,19881.00314,20791.9319,21729.30283,22693.50394,23681.44364,24688.13185,25710.6185,26749.3978,27804.17977,28877.19495,29972.52771,31092.49072,32236.25782,33403.46387,34593.98811,35807.8726,37044.83013,38304.86961,39588.20046,40892.84571,42215.96685,43555.57091,44911.53436,46283.28051,47671.41289,49077.38256,50501.95318,51944.80815,53406.16386,54884.5626,56377.63982,57883.80804,59403.4065,60936.16595,62482.96194,64045.35118,65624.17034,67219.26901,68830.09965,70457.94912,72104.73638,73771.45874,75457.35673,77161.92336,78884.33096,80623.56593,82378.38016,84147.13203,85927.84871,87718.25025,89515.77056,91317.26607
CMR,SSP1,2308.821412,2359.806604,2415.643485,2477.350157,2545.779429,2621.998278,2706.862622,2801.289441,2906.205758,3022.500428,3151.080436,3292.748915,3448.257656,3618.764332,3805.524327,4009.704547,4231.885135,4472.762735,4733.220366,5014.002987,5315.716565,5638.796407,5983.617658,6350.409605,6739.306153,7150.643347,7584.714407,8041.862926,8522.584963,9027.482436,9557.152288,10111.88227,10692.06883,11297.78287,11928.91545,12585.49897,13267.81996,13976.06775,14710.66201,15472.15092,16260.93501,17076.94543,17920.062,18790.42194,19688.13192,20613.14094,21565.06194,22543.49946,23548.13627,24578.73923,25634.83229,26715.66481,27820.59255,28948.1553,30096.47869,31264.12185,32450.64935,33655.83805,34877.65513,36113.41001,37361.32684,38621.23782,39892.39285,41176.74457,42477.63281,43797.20919,45134.81148,46490.42621,47863.16274,49251.28993,50653.63766,52070.27988,53501.02875,54945.39255,56402.77148,57872.72135,59354.75197,60848.32817,62353.4744,63870.51684,65399.47847,66939.53125,68489.8864,70049.77887,71618.32221,73194.46389,74777.01658,76364.70853,77956.05063,79549.46129,81143.1697
CAN,SSP1,39508.15618,39820.80394,40292.30326,40874.84899,41527.24311,42214.68574,42908.41455,43585.53406,44228.65003,44825.5638,45369.10884,45851.91748,46266.39219,46633.45315,46986.80474,47349.00043,47716.84923,48090.24007,48478.81877,48893.46326,49341.00134,49822.50388,50340.28526,50887.7655,51453.7408,52030.71522,52619.4687,53219.17467,53827.81975,54443.59039,55064.69073,55689.55823,56317.30937,56944.72407,57567.86774,58184.30933,58794.50169,59398.82864,59998.02224,60593.38122,61186.52724,61778.56972,62370.50262,62966.68447,63572.95366,64193.64612,64829.46747,65481.08989,66151.89021,66846.03257,67566.09253,68312.09235,69084.18327,69881.17218,70700.84496,71541.27792,72402.49071,73284.77091,74183.5845,75092.44807,76007.11124,76927.55103,77852.89625,78784.85567,79726.70993,80680.49257,81645.35979,82621.15236,83607.73263,84604.93035,85613.04769,86632.88615,87665.22757,88710.89898,89770.84434,90845.87786,91936.65774,93043.75252,94168.2714,95311.55094,96474.44727,97657.17148,98859.87763,100082.6488,101325.4549,102588.0285,103869.9709,105170.6933,106489.3654,107825.0239,109176.4609
CAF,SSP1,793.7635891,806.9170872,824.0381701,844.693912,868.9596696,896.6736171,927.6880919,962.0975204,1000.222,1042.148728,1088.187763,1138.839339,1194.354326,1255.706911,1323.479052,1398.613297,1481.737052,1573.102743,1673.820791,1784.473305,1905.859428,2038.330823,2182.77981,2339.379003,2508.931903,2692.044139,2889.241471,3101.057119,3328.671558,3572.781435,3834.785846,4115.132772,4414.328553,4733.629806,5073.141491,5433.887388,5816.365392,6221.063241,6648.691912,7100.198768,7576.031271,8076.765447,8602.845594,9154.753707,9733.16427,10338.77734,10971.83505,11632.46325,12320.90436,13037.05124,13780.6951,14552.05923,15351.20452,16178.05014,17033.1605,17916.43498,18827.96699,19768.07899,20736.12022,21731.43373,22753.22658,23801.76145,24876.82773,25979.15665,27109.79706,28269.33783,29457.60699,30674.44277,31919.16498,33190.58584,34488.02411,35811.13145,37159.8935,38533.66188,39931.8109,41353.85229,42799.23709,44267.61008,45759.16173,47274.34571,48813.13901,50374.94853,51959.15064,53565.07652,55192.24166,56839.59297,58506.25363,60191.51192,61893.73634,63611.97651,65344.94322
TCD,SSP1,1499.915602,1539.259512,1563.918965,1579.346498,1590.421053,1601.059713,1614.665245,1634.006957,1661.286251,1698.356972,1746.526712,1807.038122,1881.224039,1968.386687,2066.939706,2176.293961,2297.49756,2431.351465,2578.396651,2739.065879,2913.925131,3103.365797,3307.816615,3528.216534,3765.971278,4022.207019,4297.357719,4592.09982,4906.859078,5241.740405,5597.125031,5973.767614,6372.24905,6793.547494,7238.812184,7709.125368,8204.870319,8726.579068,9274.818839,9850.112414,10452.86999,11083.49885,11742.19819,12429.47373,13145.71549,13891.30459,14666.32807,15470.90983,16304.91792,17168.08889,18060.12475,18980.85065,19930.06484,20907.45897,21912.82938,22945.95443,24006.55715,25094.39153,26208.85753,27349.19865,28514.83695,29705.42676,30920.61496,32160.2974,33424.59531,34713.44091,36026.33316,37362.88825,38722.37838,40103.88242,41506.68759,42930.45655,44374.83761,45839.13513,47322.54169,48824.49838,50344.52656,51882.14776,53437.50972,55011.3379,56603.86553,58214.41529,59842.36515,61487.13629,63148.09377,64824.41469,66515.15886,68219.24222,69935.5456,71662.57589,73398.91661
CHL,SSP1,18114.27159,18827.62822,19578.95924,20362.67563,21173.97301,22008.99008,22864.48601,23737.95305,24627.59522,25532.3639,26451.65894,27384.60499,28329.97183,29292.16741,30278.11118,31292.3652,32334.1824,33403.6912,34500.44082,35623.32974,36771.10556,37943.39256,39139.58608,40357.77862,41595.75059,42851.52902,44123.56686,45409.66077,46708.95817,48021.00976,49344.44063,50677.25048,52018.40445,53361.15316,54696.08675,56016.80374,57322.97696,58613.65198,59888.66806,61148.65642,62394.60047,63625.89713,64842.22467,66047.06983,67245.56978,68441.61453,69635.42383,70827.26134,72019.99423,73217.14271,74420.9188,75631.66852,76850.19281,78073.85983,79297.9905,80519.37755,81738.83081,82957.03816,84172.51594,85383.61112,86589.85518,87791.67162,88988.90056,90185.80514,91389.11441,92603.35357,93828.92754,95067.58816,96318.0782,97577.162,98843.32959,100118.1674,101402.6414,102699.2077,104011.847,105343.7204,106695.645,108068.3501,109464.8241,110889.1364,112344.0643,113829.9847,115347.0234,116895.2759,118473.9467,120081.5553,121715.6067,123372.5226,125047.8509,126735.522,128428.1583
CHN,SSP1,7628.702619,8253.704801,8946.389531,9705.987229,10531.62666,11422.3419,12377.07772,13394.6888,14473.94034,15613.4941,16811.90574,18067.20484,19376.89138,20740.2911,22157.31334,23626.45092,25144.28061,26707.85211,28310.44182,29943.06716,31597.97046,33271.82958,34961.49991,36658.42902,38352.22116,40035.2471,41703.99209,43353.50145,44985.39577,46604.86492,48214.00107,49808.83257,51387.36213,52942.5871,54464.48921,55945.8421,57386.33851,58785.62814,60140.29248,61446.44411,62702.26221,63907.41357,65059.99621,66170.12785,67254.14252,68323.29873,69377.4732,70418.80843,71446.09595,72455.10005,73443.27208,74412.66984,75364.23719,76298.45361,77215.94741,78116.9062,79001.97511,79873.02979,80725.50815,81551.80093,82347.70129,83114.20409,83849.70267,84564.86701,85277.22578,85998.75446,86729.50133,87472.6375,88223.40512,88971.61847,89710.92052,90444.23176,91172.51942,91898.60878,92627.28732,93362.05398,94102.96965,94850.57122,95606.38702,96372.09281,97149.11626,97938.32791,98740.52048,99556.4066,100386.5279,101231.2406,102090.7054,102964.8684,103853.4488,104755.9155,105671.4735
COL,SSP1,9512.427314,9804.613307,10133.14231,10485.9476,10853.2015,11227.23237,11602.34626,11974.70386,12342.26609,12704.60985,13062.97031,13416.92675,13764.57614,14121.00579,14508.59311,14941.51655,15418.28017,15940.20968,16504.12534,17103.02843,17732.19383,18393.02499,19085.77434,19807.90905,20556.24505,21328.34694,22123.27152,22939.94834,23776.84435,24632.38185,25505.21715,26394.47672,27299.33257,28219.02711,29152.909,30100.4408,31061.06095,32034.21732,33019.79254,34017.85633,35028.22808,36050.44916,37084.06712,38128.71496,39183.96438,40249.48707,41324.83281,42409.50913,43503.33538,44606.31073,45718.13127,46838.18832,47965.99897,49100.45041,50240.12435,51383.88791,52531.59905,53683.39226,54837.47898,55991.35558,57143.64421,58294.44451,59443.13677,60592.98121,61749.11303,62914.97965,64090.36988,65275.9811,66470.68588,67672.05028,68878.61914,70091.10768,71309.53188,72535.50515,73771.8302,75020.62677,76282.11903,77556.84022,78844.7372,80144.95283,81456.77416,82780.20081,84114.93006,85460.37839,86815.72851,88180.00601,89552.01745,90930.35514,92313.39114,93699.2564,95085.82808
COM,SSP1,1103.894753,1107.840088,1113.260414,1118.483546,1127.616427,1141.734701,1161.879516,1189.063589,1224.275728,1267.166942,1321.331433,1385.075288,1460.613654,1546.330052,1644.444332,1752.161525,1871.684286,2002.735387,2146.244424,2304.30372,2476.608712,2664.076664,2865.274716,3083.628974,3315.759681,3565.236004,3830.87774,4113.840564,4414.326174,4733.771584,5073.613689,5434.11251,5815.598831,6218.353868,6644.794423,7094.080129,7567.712644,8065.051122,8588.462584,9140.141452,9719.079889,10326.69177,10963.26168,11629.1024,12323.49421,13046.78478,13798.19608,14579.20464,15386.64844,16220.45753,17078.48093,17961.03354,18867.25605,19794.55208,20741.78772,21707.73742,22691.78317,23694.50069,24714.51736,25748.31846,26796.80781,27859.63443,28936.50273,30031.47502,31148.54221,32289.53359,33456.52304,34648.11986,35867.55239,37113.45869,38389.14361,39693.21513,41026.63834,42387.98651,43775.77982,45188.49282,46625.75073,48085.90162,49568.53321,51073.23406,52596.98982,54140.30836,55699.84465,57277.1987,58867.48869,60472.05499,62088.24556,63713.19054,65346.47175,66984.78854,68625.9826
COG,SSP1,4272.125251,4612.861247,4897.193584,5143.146403,5366.154562,5579.110783,5792.651264,6015.394645,6254.152547,6514.338573,6799.660479,7113.974905,7460.616031,7836.517896,8235.332215,8653.302239,9092.935666,9554.78461,10040.52636,10551.89277,11089.99468,11654.30655,12244.39752,12859.77526,13500.03602,14164.73697,14853.69388,15567.03482,16304.61796,17066.59703,17852.62636,18662.83017,19497.22154,20355.46846,21237.56696,22143.05505,23071.92418,24024.06314,24999.08558,25996.46261,27015.78746,28056.5235,29118.01436,30199.93642,31302.25455,32424.42573,33565.59229,34724.74404,35900.53407,37091.3089,38295.50961,39512.30564,40740.97479,41980.07167,43227.69343,44482.43481,45743.98973,47012.32823,48285.28586,49560.60998,50836.73716,52113.7694,53390.95499,54671.43463,55960.12145,57259.93694,58570.46835,59891.86431,61222.77095,62561.10198,63905.04706,65255.11081,66611.20309,67973.11702,69340.50987,70713.1514,72090.74686,73473.01668,74860.00709,76251.99843,77649.15411,79050.96441,80457.19927,81866.97028,83280.1628,84696.00249,86113.70902,87532.78415,88951.94009,90370.43888,91787.26506
ZAR,SSP1,355.0237883,375.7759671,392.8360831,408.1887755,423.5704748,440.4961529,460.3125526,484.2155112,513.2101131,548.2136778,590.0133048,639.4367484,697.3451747,763.8161853,838.6660711,922.1270994,1015.104991,1118.374093,1232.96749,1360.021806,1500.512878,1655.073844,1824.417304,2009.257729,2210.322312,2428.391301,2664.206734,2918.441921,3192.292887,3487.202069,3804.286733,4144.145122,4507.427822,4894.796252,5306.933722,5744.4711,6208.062249,6698.348022,7215.818666,7760.841782,8333.764465,8934.945123,9564.63794,10223.45558,10912.20546,11631.4222,12381.15707,13161.47906,13972.3728,14813.73707,15685.40559,16587.23863,17519.03792,18480.50594,19471.28232,20491.02164,21539.39525,22616.07783,23720.4533,24851.77494,26009.39451,27192.8964,28401.80554,29635.66058,30894.01193,32176.3547,33482.13714,34810.82238,36161.61913,37533.54307,38925.73733,40337.69072,41768.89031,43218.48912,44685.48821,46169.11917,47668.84789,49183.97889,50714.57309,52261.06456,53823.47947,55401.03396,56992.97385,58598.61509,60217.14503,61847.64484,63489.09156,65140.33319,66800.08274,68466.92714,70139.29234
CRI,SSP1,11725.97588,12061.78128,12418.18608,12794.84933,13190.81235,13605.64732,14038.98923,14490.969,14960.88311,15448.95873,15955.46074,16480.18541,17023.52367,17585.67092,18168.30638,18771.68076,19395.95713,20040.30748,20706.90928,21397.97494,22114.82823,22855.91328,23620.73084,24406.23669,25208.37564,26024.01522,26852.34878,27691.94302,28541.33253,29398.82378,30263.07703,31132.59011,32007.00558,32882.87076,33756.20868,34624.68062,35487.95113,36345.51628,37197.93671,38046.07776,38890.70746,39731.54807,40567.99864,41402.68563,42239.2547,43080.16765,43924.84881,44773.61217,45625.71281,46479.79265,47334.94285,48191.67887,49050.03538,49909.04863,50766.64046,51621.09818,52473.18108,53323.27014,54171.25189,55016.79013,55859.90826,56701.08529,57539.84216,58380.93031,59230.95701,60094.87246,60973.13228,61867.2248,62776.17472,63696.79391,64627.45476,65569.37939,66523.71904,67490.36643,68468.73276,69459.03835,70461.26253,71475.40379,72502.96378,73547.08121,74609.69155,75690.78175,76790.10436,77908.27173,79044.89953,80199.85085,81372.58927,82561.87725,83766.45332,84984.45843,86213.73702
CIV,SSP1,1900.795746,1927.465678,1964.640537,2015.319961,2082.383909,2168.339047,2275.451792,2405.712796,2560.958527,2742.782283,2952.555932,3191.573866,3460.991581,3761.599773,4094.239352,4459.761962,4859.118624,5293.030078,5762.605976,6268.757235,6811.994265,7392.36441,8009.95829,8664.398742,9355.120893,10081.94216,10844.72235,11643.21878,12477.6913,13348.82133,14256.75874,15201.24707,16182.20407,17198.09879,18246.50353,19325.83446,20435.8525,21575.96933,22746.42267,23947.72932,25180.00459,26442.34989,27733.90452,29053.73852,30400.8475,31774.18879,33172.94957,34596.25683,36042.69921,37510.24127,38996.90141,40501.40129,42022.37912,43558.04679,45106.63539,46666.84709,48237.82047,49819.06026,51409.0202,53005.8979,54608.63101,56216.97032,57830.26684,59450.84094,61082.53959,62727.80214,64386.1063,66057.50495,67741.15898,69435.50888,71139.32811,72852.72171,74575.52317,76306.67651,78044.5102,79787.9979,81536.62403,83289.5591,85047.1819,86810.37749,88579.35188,90353.14002,92130.81464,93911.42146,95693.94455,97477.15379,99259.55235,101039.564,102815.2845,104584.6145,106345.2014
HRV,SSP1,20130.6651,20035.23884,20102.63406,20302.94873,20608.15982,20994.37036,21439.84662,21926.44131,22438.75948,22964.73351,23494.79558,24019.2552,24526.84752,25030.39889,25553.37198,26110.90759,26697.48611,27310.59635,27949.34152,28610.65658,29291.45028,29991.68946,30710.63552,31443.37003,32183.10893,32924.12167,33665.32468,34404.76975,35139.1455,35865.32449,36580.3139,37283.40186,37973.26973,38649.6992,39312.8179,39962.62559,40599.25848,41222.58443,41836.04107,42445.03084,43053.9344,43662.38717,44271.66304,44881.66664,45492.32399,46103.93424,46716.69221,47331.18064,47947.14407,48564.14742,49182.09841,49800.45498,50419.67496,51038.47311,51657.69463,52275.83114,52893.50808,53510.73527,54124.63696,54729.3994,55321.7646,55902.33928,56470.21314,57030.31788,57589.87837,58154.78228,58724.92785,59301.31474,59885.23086,60477.93948,61080.30879,61693.80915,62319.67651,62958.08266,63607.67388,64267.91361,64939.27783,65622.50924,66318.16595,67025.98659,67747.81758,68482.73532,69231.31738,69993.94062,70769.97598,71560.47383,72365.05144,73184.64807,74019.25203,74869.26269,75736.15819
