iso,sce,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
BEL,SSP3,40354.53238,40711.27081,41094.5339,41502.07784,41931.71198,42381.56414,42850.20648,43336.18137,43838.55629,44356.22586,44888.47755,45434.42887,45992.81588,46564.63049,47152.14196,47756.12245,48375.37198,49008.95032,49655.12318,50311.37389,50975.54192,51646.38258,52322.65359,53002.51153,53684.75714,54367.59958,55049.83664,55730.61759,56406.67648,57074.10622,57729.83949,58373.92138,59005.8693,59625.74032,60233.89992,60831.05025,61417.56289,61993.46245,62562.1928,63128.1317,63694.84365,64262.82935,64832.52075,65406.02497,65985.5471,66572.60023,67167.25603,67769.5717,68378.9574,68994.4644,69614.92281,70239.85519,70869.51804,71498.81697,72120.34527,72729.05879,73324.66404,73906.55676,74475.01066,75031.57391,75577.74308,76113.02452,76636.94836,77152.92856,77665.99727,78179.70083,78694.72866,79212.4247,79732.15525,80252.76459,80773.18821,81294.91069,81818.66643,82346.40347,82880.84236,83424.18357,83976.45841,84537.99899,85109.4879,85691.11416,86283.39575,86885.68619,87497.59328,88118.19342,88746.36427,89380.56568,90019.02249,90659.35224,91299.06908,91934.98899,92563.82655
BLZ,SSP3,7419.452852,7436.187812,7456.826174,7481.272088,7516.127488,7557.672956,7608.899791,7669.426593,7738.897686,7816.99857,7906.42942,8003.810879,8108.880089,8221.518096,8336.104918,8455.587337,8577.153941,8698.16319,8821.560795,8947.610633,9071.370342,9195.530831,9320.182662,9442.759463,9570.309071,9700.073071,9832.002041,9968.34787,10106.46249,10245.99261,10386.6867,10530.69077,10675.68624,10821.58465,10968.3258,11115.87993,11264.21662,11411.2302,11559.23909,11710.60187,11863.49431,12017.89783,12175.78404,12335.18118,12496.08736,12658.49335,12822.41033,12987.82921,13154.7138,13323.0154,13496.28598,13672.58584,13851.81306,14033.79921,14220.07668,14410.41936,14604.67608,14802.71356,15004.27656,15209.06142,15415.17094,15624.16202,15835.87325,16048.66735,16264.25199,16481.03756,16700.51384,16921.00725,17142.44016,17364.70866,17587.73246,17811.44098,18034.22187,18259.12722,18484.69849,18712.41648,18940.66969,19172.313,19404.11117,19637.10487,19872.40269,20108.4709,20348.00653,20588.02705,20829.80724,21073.2223,21318.16969,21565.92579,21816.40568,22066.87658,22321.32799
BEN,SSP3,1597.334998,1601.6555,1612.590823,1629.454986,1651.499156,1678.033684,1708.425876,1742.303306,1779.015077,1818.062708,1859.275675,1902.147231,1946.429442,1991.715458,2037.718403,2084.167823,2130.968612,2178.152721,2225.130222,2271.399996,2316.665604,2361.071975,2404.783124,2448.585342,2493.740007,2541.143234,2590.583876,2642.205231,2695.920027,2751.541097,2808.928174,2868.208912,2929.363323,2992.489818,3057.365588,3123.994431,3192.440243,3262.612599,3334.678037,3408.664746,3484.56427,3562.402025,3642.190993,3723.99779,3807.816955,3893.775246,3981.843038,4072.058277,4164.370453,4258.754143,4355.107174,4453.470605,4553.82931,4656.272883,4760.853223,4867.706493,4976.765278,5088.057809,5201.43862,5316.90017,5434.303038,5553.663494,5675.0249,5798.386037,5923.684303,6050.925875,6180.115996,6311.186985,6444.355028,6579.748289,6717.653895,6858.033406,7001.052482,7146.500481,7294.129047,7443.696168,7595.258104,7748.784617,7904.411771,8062.383198,8222.865814,8385.884625,8551.39405,8719.433548,8890.012448,9063.102562,9238.640138,9416.594738,9596.820557,9779.231534,9963.588842
BTN,SSP3,5362.381574,5492.257935,5876.369368,6457.279518,7179.904815,8000.098862,8882.490857,9795.704407,10716.01384,11625.32643,12509.35492,13356.21404,14153.73344,14911.18336,15649.63922,16379.74118,17095.04808,17794.88604,18477.43995,19141.80621,19788.85423,20419.26073,21033.96026,21634.94508,22228.61884,22817.26275,23399.04565,23976.13886,24545.33379,25106.56558,25656.91213,26197.60589,26728.93101,27249.33725,27756.49924,28249.22807,28729.07094,29195.64574,29650.38538,30094.2582,30526.99288,30950.99184,31366.1656,31775.54653,32183.49084,32592.66023,33003.40289,33416.69009,33833.12,34252.70513,34676.74847,35105.22679,35537.47257,35973.66023,36409.69193,36844.89922,37278.61134,37710.06438,38139.09214,38566.28082,38990.76152,39412.44593,39830.51201,40243.6199,40649.13641,41045.1476,41432.44413,41809.7242,42178.544,42539.73519,42894.09728,43241.04632,43581.39331,43915.16319,44245.02008,44570.29074,44892.41055,45210.83479,45526.25392,45838.68734,46148.8634,46456.30579,46761.22087,47064.46067,47365.00936,47663.78454,47960.4774,48255.44908,48547.85876,48838.75476,49127.39411
BOL,SSP3,4879.434877,5036.74456,5204.840662,5382.712057,5569.300126,5763.505297,5964.204346,6170.2593,6380.627572,6594.260997,6810.020721,7027.056563,7244.69484,7461.562107,7675.90044,7886.704255,8093.907283,8297.576421,8496.82118,8690.10187,8877.182705,9058.479488,9234.085704,9406.340834,9578.610475,9752.880581,9929.07296,10107.44474,10287.85273,10469.76866,10652.95457,10837.8208,11024.79716,11213.38119,11402.99488,11593.30946,11784.50512,11976.77653,12170.60867,12367.11185,12566.82225,12769.93097,12976.51697,13187.01974,13401.80777,13621.18361,13845.38079,14074.63059,14308.87059,14547.71629,14791.06577,15038.97473,15291.4769,15548.73387,15810.86553,16078.05667,16350.22691,16627.20116,16909.25546,17196.72023,17489.8377,17788.35882,18092.14897,18400.61282,18712.88721,19028.30969,19346.68989,19667.78555,19991.22309,20316.47284,20643.25422,20971.4734,21300.98414,21631.79369,21963.90657,22297.27659,22631.84609,22967.52552,23304.55091,23643.23158,23983.86884,24326.4927,24671.1096,25017.86879,25366.8644,25718.07856,26071.59642,26427.43054,26785.48938,27145.79251,27508.22282
BIH,SSP3,9315.170797,9326.820343,9443.052922,9648.573454,9929.411714,10272.58507,10666.44265,11099.9945,11563.5793,12049.18971,12549.4727,13057.09529,13566.08368,14074.56764,14581.88236,15088.47682,15590.2441,16084.95204,16572.28515,17053.29481,17529.12624,17998.58501,18460.56053,18917.01039,19371.34469,19825.01843,20277.80996,20729.42027,21177.78936,21618.89603,22050.83623,22472.98215,22886.12263,23287.57041,23675.21679,24047.02098,24403.27468,24744.22329,25071.95717,25390.31498,25701.58906,26006.27652,26303.85906,26599.38811,26899.46486,27208.62264,27526.95882,27856.39495,28191.66498,28522.20305,28842.44292,29153.2018,29453.81564,29748.91839,30044.6283,30346.86225,30653.46254,30964.23028,31278.54646,31593.53824,31907.64382,32220.86592,32533.6091,32842.34381,33143.02424,33431.62548,33708.47734,33973.09861,34226.37994,34471.04353,34708.5999,34938.82393,35161.53869,35377.64752,35588.19704,35794.2294,35996.20599,36194.18692,36389.80103,36583.03389,36775.13417,36966.27819,37157.57194,37348.82405,37541.18036,37734.88895,37930.64461,38128.69165,38329.27643,38533.51883,38740.76771
BWA,SSP3,13981.11846,14320.94263,14751.14121,15249.34657,15796.98769,16378.94635,16980.15384,17589.16742,18195.39043,18790.02678,19366.52862,19918.49789,20440.19957,20932.89193,21401.21723,21848.3215,22271.83816,22670.74431,23046.11841,23399.09774,23730.7912,24042.21179,24333.63565,24610.33743,24879.39593,25145.27193,25408.44014,25669.20179,25927.06141,26178.40651,26420.51489,26655.27318,26882.91975,27103.80876,27317.45997,27524.83382,27725.52318,27919.93811,28109.0943,28293.58463,28474.3478,28652.02882,28827.27611,29000.40187,29170.21519,29336.79823,29500.8,29662.18922,29822.87838,29983.93591,30146.8136,30311.97032,30478.85253,30647.84535,30820.37716,30995.68955,31174.38142,31356.41863,31540.42874,31723.73848,31904.62049,32082.87065,32258.66679,32431.62286,32602.11112,32770.95086,32937.70364,33101.50041,33263.18436,33423.34656,33581.24044,33737.5851,33892.05409,34045.33943,34196.21529,34345.7128,34493.2459,34639.50526,34784.23942,34927.43028,35069.33271,35210.31816,35350.36,35490.25269,35629.66694,35769.58641,35909.87782,36051.31514,36194.37337,36339.21357,36486.92812
BRA,SSP3,11322.37101,11458.29912,11692.88577,12003.53656,12370.1294,12774.89972,13202.37838,13639.28799,14074.48351,14498.82093,14905.09105,15286.66841,15637.49255,15959.40643,16258.18305,16537.28256,16794.40936,17028.8753,17241.2295,17432.18283,17602.89542,17754.25966,17886.63168,18004.5505,18114.33097,18220.10815,18322.08775,18421.29153,18516.58253,18605.41116,18686.31418,18760.45691,18828.70949,18890.73033,18945.9454,18994.27117,19036.1806,19071.7896,19103.18427,19133.36872,19164.35377,19196.1472,19229.02695,19263.02659,19297.81904,19333.1549,19369.34408,19406.7071,19444.37586,19480.98922,19515.70135,19548.70153,19579.97902,19609.88493,19639.04536,19667.91095,19696.29794,19723.89319,19751.61266,19780.84237,19812.29733,19845.70706,19881.14667,19917.04823,19950.9577,19981.24784,20008.01591,20031.09607,20050.43546,20066.24369,20078.66171,20087.49645,20092.61228,20094.38833,20093.4501,20090.22945,20084.74806,20077.11265,20067.43268,20055.80464,20042.32501,20027.12462,20010.3219,19992.01909,19972.30543,19951.27033,19928.98905,19905.53687,19880.97169,19855.35058,19828.72309
BRN,SSP3,51049.50834,51233.43771,51724.68813,52444.19835,53320.32834,54298.67186,55327.92288,56364.56204,57379.74473,58348.31444,59250.96542,60069.58306,60791.90997,61428.4879,62006.04085,62537.71486,63020.86381,63452.26386,63843.695,64211.91801,64567.84632,64913.61738,65251.79589,65580.02922,65893.54836,66192.28118,66478.91419,66753.76365,67017.83578,67272.48808,67512.74398,67742.82331,67965.13705,68183.20546,68403.87002,68630.32295,68864.46369,69107.86331,69360.99482,69622.84157,69893.90165,70175.76548,70468.5637,70771.15438,71087.07717,71411.64728,71746.76472,72092.13387,72443.77217,72805.61021,73172.11071,73544.70219,73923.40171,74302.84626,74679.16221,75050.33001,75414.73909,75772.37503,76122.83477,76467.17398,76808.1622,77143.85019,77472.35891,77796.20054,78112.82076,78426.30309,78733.13901,79036.24107,79332.05838,79621.89922,79903.99519,80178.15562,80445.83577,80705.47577,80958.74047,81207.23508,81449.46509,81687.011,81918.61191,82143.15216,82360.95621,82570.74633,82775.74985,82973.25665,83165.05985,83352.92585,83537.13521,83716.53401,83895.82429,84072.33766,84250.79038
BGR,SSP3,14958.9445,15011.61781,15290.72008,15755.98082,16369.97738,17098.32849,17909.89196,18776.56232,19673.95038,20581.13974,21481.17096,22356.22575,23188.35483,23984.61611,24765.10433,25541.19125,26304.12669,27049.61303,27773.22816,28469.0217,29132.70035,29764.73116,30363.80167,30933.85028,31481.87134,32012.03806,32524.04683,33018.85059,33494.75541,33948.65194,34379.18062,34788.02086,35176.5942,35547.0772,35902.96429,36247.05714,36580.85225,36906.36988,37226.40984,37544.8638,37865.00976,38188.28826,38516.20405,38852.6458,39203.43927,39571.58317,39957.62145,40361.76408,40782.6408,41218.15255,41665.87343,42125.24419,42596.17312,43073.87914,43551.50301,44024.43693,44491.46129,44951.67226,45403.12591,45844.64944,46275.06902,46693.7098,47099.48141,47493.42061,47878.1029,48254.76132,48623.61738,48984.99957,49338.8839,49685.96863,50026.11017,50360.44253,50689.10998,51014.24995,51338.46567,51663.27846,51989.23556,52316.6942,52646.0731,52977.40116,53310.87023,53646.58748,53984.85269,54325.34795,54667.94812,55012.28666,55357.98899,55704.64833,56051.26067,56397.55143,56742.28746
BFA,SSP3,1274.44135,1307.307499,1347.591631,1393.842971,1444.682402,1498.979303,1555.713535,1614.021941,1673.235775,1732.804362,1792.231508,1851.154632,1909.238081,1966.326624,2022.369827,2077.274057,2130.988203,2183.591823,2234.842784,2284.309139,2331.917812,2378.003073,2422.760884,2466.981782,2511.893151,2558.148321,2605.799912,2654.891006,2705.538277,2757.586382,2811.024911,2865.999695,2922.591185,2980.809507,3040.571159,3101.819579,3164.638088,3229.048936,3295.145127,3363.06884,3432.894277,3504.662304,3578.363174,3654.022953,3731.658663,3811.256295,3892.867727,3976.536546,4062.244608,4150.036398,4239.873065,4331.768675,4425.718212,4521.743248,4619.855556,4720.057542,4822.306827,4926.545282,5032.721742,5140.844464,5250.851273,5362.718021,5476.380471,5591.753025,5708.632051,5826.900991,5946.517923,6067.464342,6189.674387,6313.149532,6437.870879,6563.788284,6690.880058,6819.140062,6948.589925,7079.253433,7211.105757,7344.185967,7478.37794,7613.544499,7749.583367,7886.542252,8024.461755,8163.373341,8303.361907,8444.493813,8586.89031,8730.672137,8876.00405,9023.07556,9172.100692
BDI,SSP3,587.4003794,592.3707089,604.7060816,622.6653183,644.925266,670.2993454,697.8365094,726.6804268,756.4888941,786.9483203,817.5608219,848.2831441,878.6844474,909.3567909,941.1811037,974.8088056,1009.894361,1046.550891,1084.19762,1121.874018,1159.266236,1196.469262,1233.502849,1270.972111,1309.481304,1349.709619,1391.424722,1434.635355,1479.185551,1524.782217,1571.156867,1618.502695,1666.782519,1715.95338,1765.9435,1816.815739,1868.57268,1921.221308,1975.036733,2030.175665,2086.836812,2145.100587,2204.992178,2266.754799,2330.52903,2396.465544,2464.628583,2535.072564,2607.844918,2683.055622,2760.748017,2840.892889,2923.516127,3008.605649,3096.099616,3185.980589,3278.232672,3372.817869,3469.61959,3568.41594,3668.959047,3771.245426,3875.222725,3980.81698,4088.042008,4196.843801,4307.286962,4419.417684,4533.20194,4648.652844,4765.892025,4884.942974,5005.832594,5128.694531,5253.8463,5381.402927,5511.36017,5643.861404,5778.800871,5916.19502,6056.151913,6198.583775,6343.56117,6491.046007,6641.04625,6793.452843,6948.305585,7105.474073,7264.922249,7426.543689,7590.222657
CPV,SSP3,3897.027253,4010.269217,4146.635872,4302.966371,4474.028157,4654.787391,4844.679261,5041.077321,5237.339267,5437.452003,5635.11885,5830.347638,6021.143282,6208.082365,6390.086683,6566.004018,6736.176123,6902.844796,7062.747665,7220.078275,7371.563544,7521.158015,7665.591795,7808.443177,7952.972687,8098.9587,8246.452819,8395.471336,8545.872651,8697.467099,8846.830753,8995.661019,9145.600651,9293.400674,9440.684628,9585.910517,9729.160122,9870.50358,10011.73003,10150.10476,10288.96314,10426.8275,10563.74783,10701.44116,10838.70208,10978.64376,11119.79495,11262.22499,11407.08863,11555.31734,11706.53868,11860.71048,12019.1178,12181.71642,12348.53936,12518.18722,12691.89418,12870.89192,13052.30233,13237.32535,13425.80754,13616.29348,13809.9963,14005.49435,14201.42117,14397.70993,14594.25001,14792.22022,14988.90936,15185.48355,15383.07897,15580.28874,15775.74303,15973.01254,16169.31545,16365.68501,16561.99053,16759.32721,16957.52219,17155.20009,17353.44262,17552.13303,17752.35764,17952.82401,18154.63654,18356.55056,18559.69008,18764.0146,18969.50347,19175.0107,19382.84297
KHM,SSP3,2207.923067,2290.043154,2408.427708,2555.399203,2723.765781,2907.460786,3101.08156,3300.170254,3500.955881,3700.529698,3896.721668,4087.311675,4270.305646,4446.92534,4619.797364,4790.296156,4957.661757,5121.981534,5282.17961,5436.867937,5585.523878,5728.826443,5867.041317,6002.133682,6136.94614,6273.112646,6410.606042,6549.291276,6689.860932,6832.884048,6978.483264,7126.813129,7278.295193,7431.049371,7582.451645,7730.726518,7876.263083,8018.83146,8159.772445,8301.405301,8445.150204,8590.786581,8738.619575,8887.802791,9036.799151,9184.93051,9332.661672,9480.155628,9628.697943,9780.241757,9936.127674,10096.23755,10260.62718,10429.12221,10601.20783,10776.45927,10954.9052,11136.48074,11320.83279,11507.50643,11696.13561,11886.60007,12078.74867,12272.1637,12466.06079,12660.07024,12854.07411,13047.91754,13241.80348,13435.97837,13630.77607,13826.21855,14022.42782,14219.63369,14418.07752,14618.06734,14819.64962,15022.9864,15228.3995,15436.34821,15647.17012,15860.9417,16077.76521,16297.67784,16520.67546,16746.78888,16975.95781,17207.98067,17442.78124,17680.1302,17919.66749
CMR,SSP3,2308.821412,2349.996737,2403.711048,2467.947322,2541.191765,2621.980689,2709.005429,2801.246669,2897.752889,2997.724448,3100.542651,3205.59303,3312.316412,3420.454541,3529.931247,3640.392406,3751.63774,3863.549574,3975.467547,4086.3517,4195.815657,4304.071536,4411.092935,4518.050252,4626.627092,4737.828838,4851.530526,4967.782025,5086.330635,5206.72787,5328.608835,5452.246036,5577.815105,5705.191453,5834.259613,5964.989214,6097.410712,6231.594762,6367.790275,6506.582299,6648.327585,6793.007738,6940.715204,7091.454745,7245.103072,7401.639286,7561.099698,7723.441858,7888.781783,8057.194686,8228.756858,8403.424706,8581.228056,8761.819256,8944.675706,9129.426522,9316.000676,9504.224644,9694.268538,9886.462643,10081.04893,10277.97216,10477.21621,10678.53908,10881.44582,11085.64083,11291.11973,11497.84541,11705.88792,11915.46542,12126.72122,12339.60368,12554.09391,12770.26954,12988.24644,13208.06735,13429.77523,13653.46332,13878.94077,14105.94216,14334.25671,14563.992,14795.24762,15028.08812,15262.6872,15499.18597,15737.86658,15979.03794,16223.07035,16470.45604,16721.70155
CAN,SSP3,39508.15618,39873.17547,40358.67186,40929.86036,41556.87408,42214.6857,42882.77736,43544.86112,44188.64217,44805.57083,45390.73283,45938.74574,46443.81216,46922.37219,47401.2372,47898.7483,48412.97276,48944.48002,49501.25275,50092.47655,50724.30287,51397.91463,52114.65798,52872.70231,53667.97145,54496.62834,55357.84714,56250.41254,57167.13246,58098.12004,59035.58202,59977.34594,60920.88802,61860.41739,62789.14475,63702.17245,64597.94304,65474.98824,66332.25676,67169.35093,67986.51015,68783.7101,69560.82407,70322.74496,71076.92536,71828.96134,72579.3012,73328.39219,74080.973,74843.14068,75618.87885,76408.76921,77214.09911,78031.96916,78856.95484,79685.16209,80517.40599,81354.3213,82192.40899,83026.64184,83853.98585,84674.43848,85486.96938,86295.46097,87106.64611,87925.05363,88750.42409,89583.89761,90424.04194,91267.80599,92113.56765,92962.91368,93816.64764,94677.35825,95548.78449,96433.91018,97333.14722,98247.01745,99177.66242,100127.6336,101098.5781,102090.5493,103103.5514,104137.2881,105191.2704,106264.4882,107355.5645,108462.6767,109583.6619,110715.7578,111855.9367
CAF,SSP3,793.7635891,803.3032073,819.4590002,841.2025887,867.087867,896.4593294,928.2495052,961.4680719,995.8540176,1030.95031,1065.911663,1100.791561,1135.041952,1168.687786,1202.109428,1234.916031,1267.36333,1299.298318,1330.646122,1361.018346,1390.551853,1419.304309,1447.173386,1475.027722,1503.482246,1533.138133,1563.972076,1595.955547,1629.038172,1663.324119,1698.299538,1734.412088,1771.485746,1809.646675,1849.01655,1889.427561,1931.01227,1973.749784,2017.817527,2063.137047,2109.754669,2157.801883,2207.278063,2258.184214,2310.650067,2364.668671,2420.241565,2477.502496,2536.296457,2596.717217,2658.863484,2722.599748,2788.043881,2855.303949,2924.360079,2995.194763,3067.922378,3142.539718,3219.136384,3297.424783,3377.620671,3459.591916,3543.42633,3629.083909,3716.351844,3805.442117,3896.240121,3988.795452,4083.091385,4178.887403,4276.141846,4374.87602,4475.060212,4576.71514,4680.087092,4785.350911,4892.497473,5001.444565,5112.403312,5225.315099,5340.03361,5456.703936,5575.456923,5696.186515,5818.897933,5943.703153,6070.603817,6199.599491,6330.689985,6463.978738,6599.462949
TCD,SSP3,1499.915602,1538.089211,1563.408581,1580.042398,1591.66101,1601.046826,1610.534585,1621.891329,1636.46008,1655.04984,1678.379204,1706.801797,1740.855944,1779.337504,1820.579686,1863.513573,1908.390053,1955.343504,2003.923912,2053.523884,2103.94789,2155.205844,2207.279084,2260.737091,2316.553751,2375.260043,2436.668176,2500.810077,2567.44163,2636.107827,2706.604244,2778.949111,2853.200164,2929.411755,3007.601713,3087.879351,3170.169176,3254.483938,3340.855281,3429.388414,3520.207144,3613.261065,3708.590208,3806.088908,3905.731598,4007.457537,4111.249673,4217.166917,4325.171052,4435.353025,4547.703443,4662.199132,4778.848192,4897.592715,5018.413182,5141.25582,5266.134795,5392.946232,5521.733981,5652.454607,5785.056468,5919.503418,6055.753933,6193.679522,6333.062248,6473.801447,6615.856687,6759.199817,6903.86188,7049.928979,7197.434354,7346.33997,7496.616744,7648.275933,7801.215295,7955.458816,8110.980757,8267.792014,8425.904264,8585.342729,8746.222315,8908.500777,9072.238969,9237.389605,9403.957198,9571.910246,9741.182493,9911.717181,10083.36468,10255.97269,10429.34488
CHL,SSP3,18114.27159,18775.07403,19515.63781,20314.15425,21150.93145,22009.03882,22873.54572,23731.85946,24573.4025,25389.56758,26173.69906,26919.79932,27622.7769,28283.89356,28907.62577,29497.05763,30051.04293,30570.09258,31055.33969,31508.38433,31931.54942,32326.872,32695.46523,33045.52018,33388.1383,33730.87702,34074.15233,34419.30781,34766.36258,35113.67511,35460.01566,35806.67707,36154.88636,36501.54266,36842.00521,37173.39129,37496.49223,37811.70917,38119.67984,38421.65019,38718.99234,39012.05181,39301.16199,39589.15795,39879.80963,40175.90108,40477.78396,40786.15414,41101.99031,41426.4084,41760.08631,42103.36073,42456.67371,42819.11074,43188.98823,43565.22025,43947.73593,44336.16186,44730.22243,45129.6539,45534.02865,45942.82844,46355.46306,46771.10899,47188.45255,47606.50721,48025.03216,48443.87832,48861.99904,49278.40039,49692.295,50103.6773,50512.41928,50919.20884,51325.43329,51732.04303,52139.04677,52546.65032,52955.12825,53364.36214,53774.65605,54186.42364,54600.08593,55016.11689,55435.03601,55857.26757,56283.3912,56714.06965,57149.79446,57591.33654,58039.43647
CHN,SSP5,7628.702619,8297.773862,9000.413939,9748.521291,10552.70758,11422.34198,12365.5893,13389.44919,14499.78749,15701.36103,16997.83929,18391.36883,19882.58348,21473.25078,23164.88647,24956.52847,26844.80105,28826.5654,30890.54722,33020.77909,35203.49299,37433.91455,39707.88174,42007.35687,44309.06277,46596.47373,48864.524,51105.15743,53322.10953,55526.10457,57722.55222,59905.31472,62071.52481,64213.40228,66319.70135,68382.53663,70402.18498,72378.88986,74309.69692,76191.32299,78022.82415,79804.51846,81534.77041,83227.18381,84903.13536,86577.50672,88250.75464,89926.16425,91602.42179,93274.17376,94938.24808,96597.59221,98253.7158,99906.98556,101557.6749,103205.6492,104851.8917,106498.9649,108140.7323,109766.9986,111372.1268,112957.4194,114520.665,116076.3852,117648.4648,119253.2755,120890.9962,122566.0722,124272.1758,125995.6273,127728.0314,129473.6577,131234.1577,133013.7252,134819.1568,136655.4872,138523.0799,140422.9057,142357.7038,144330.6998,146344.6737,148401.2361,150501.9638,152648.4353,154842.0101,157083.82,159374.7596,161715.4707,164106.3272,166547.4172,169038.5336
COL,SSP3,9512.427314,9771.734124,10092.65468,10453.8126,10837.0409,11227.23409,11612.10545,11982.07087,12330.03159,12651.22286,12943.06211,13202.13921,13424.27023,13621.17842,13811.19435,14005.45506,14201.69888,14400.8895,14599.01234,14788.7606,14966.23555,15133.78678,15292.06157,15444.54502,15596.46769,15751.05656,15907.86476,16067.28231,16227.97952,16387.47792,16544.34949,16699.35305,16852.85813,17005.11152,17156.47866,17307.33701,17457.8431,17608.09556,17758.95867,17911.60331,18066.85927,18224.90559,18386.05729,18550.35526,18717.67762,18888.03466,19061.69797,19238.83639,19419.81971,19605.07624,19794.90633,19989.34332,20188.45243,20392.20398,20600.5173,20813.30184,21030.56082,21252.22277,21478.21406,21708.41808,21942.69506,22180.91542,22422.90535,22668.4581,22917.37273,23169.39055,23424.37536,23682.25545,23942.50536,24204.45051,24467.66255,24732.06147,24997.50522,25264.15634,25532.39568,25802.42711,26074.1458,26347.51996,26622.39228,26898.52651,27175.77801,27454.2327,27733.97251,28015.05856,28297.58531,28581.66459,28867.46455,29155.15242,29444.9536,29737.08004,30031.82881
COM,SSP3,1103.894753,1107.188954,1112.595189,1118.574681,1129.248002,1141.597223,1158.131555,1177.269232,1198.81645,1225.026024,1254.357992,1286.585942,1321.517226,1358.863039,1397.215504,1436.394825,1476.331016,1516.935535,1559.219594,1600.305905,1641.320305,1682.263264,1723.153483,1764.917369,1807.537057,1850.992505,1896.101811,1941.983326,1990.205765,2039.04437,2089.236519,2140.736026,2194.249178,2248.205784,2305.479637,2363.779529,2424.472788,2487.452219,2551.992096,2619.446872,2689.093196,2760.851345,2835.298257,2911.677796,2990.491496,3071.613376,3154.363031,3239.883783,3326.881872,3415.872428,3506.774001,3599.528101,3694.650931,3791.484579,3890.482557,3991.017959,4093.592344,4198.135546,4305.231496,4413.961169,4525.447825,4639.128311,4755.494509,4874.465428,4995.425358,5118.779867,5244.505804,5372.565902,5502.451387,5635.555007,5770.423025,5907.939776,6047.587376,6189.772368,6334.435754,6481.069512,6630.090475,6781.056163,6933.807527,7088.971297,7245.523119,7403.936007,7564.25145,7726.093947,7890.385171,8056.410596,8224.751874,8395.208454,8568.447517,8744.769169,8924.133951
COG,SSP3,4272.125251,4602.264347,4886.993484,5138.221645,5366.094584,5579.12081,5783.83764,5985.238111,6187.61135,6393.487122,6604.692893,6822.787212,7049.731763,7281.163278,7509.990062,7732.346673,7949.237937,8161.395799,8368.512991,8570.953918,8768.96987,8962.786038,9152.413833,9339.705897,9527.369865,9717.043699,9908.611684,10102.24387,10297.68739,10494.07081,10690.90232,10888.51135,11087.20741,11287.15701,11488.53775,11691.65873,11896.5141,12103.10326,12311.61153,12522.24168,12735.17443,12950.43421,13167.8235,13387.80628,13610.02251,13834.81229,14061.93032,14291.41148,14523.28414,14757.34483,14993.8702,15232.64058,15473.75888,15716.92324,15961.59165,16207.29965,16454.05196,16701.60574,16950.09805,17199.94876,17451.19185,17703.89208,17957.93181,18213.03422,18468.65367,18724.34949,18980.23099,19236.13978,19492.21097,19748.94741,20006.34811,20264.53187,20523.51148,20783.20963,21043.93421,21305.55554,21568.18088,21831.88347,22096.50965,22362.09047,22628.36987,22895.54666,23163.62555,23432.50755,23702.36564,23973.17067,24244.97835,24517.74073,24791.58439,25066.5195,25342.56317
ZAR,SSP3,355.0237883,375.3198614,392.1162903,407.5244744,423.2188219,440.4966516,460.3500132,483.4605524,510.2929654,541.0310276,575.7294717,614.4178066,657.1439058,702.9524894,750.5364411,798.9830986,848.3743318,898.7188704,949.5254738,1000.261068,1050.680873,1100.894242,1150.916488,1201.238426,1252.588721,1305.403485,1359.627804,1415.292516,1472.490414,1531.284074,1591.723088,1653.865341,1717.782109,1783.394818,1850.585618,1919.295099,1989.573821,2061.442399,2134.977332,2210.281713,2287.439842,2366.484306,2447.446219,2530.392497,2615.367562,2702.425094,2791.616649,2882.997442,2976.578843,3072.32271,3170.223651,3270.308996,3372.59243,3477.136316,3584.056438,3693.416531,3805.206015,3919.412757,4036.049349,4155.101897,4276.569162,4400.433478,4526.687996,4655.249471,4785.994918,4918.844519,5053.803348,5190.87205,5330.039978,5471.293149,5614.628462,5760.055308,5907.56556,6057.23862,6209.163232,6363.41956,6520.022957,6679.02272,6840.387163,7004.058089,7170.012811,7338.313897,7509.031671,7682.218592,7857.947897,8036.299834,8217.366034,8401.256754,8588.085491,8777.985942,8971.100288
