state,year,GDP_PC_2011_USD,Population
PA,2041,50205.91463,14304000
PA,2042,50205.91463,14304000
PA,2043,50205.91463,14304000
PA,2044,50205.91463,14304000
NV,2050,50211.40541,4024000
NV,2051,50211.40541,4024000
NV,2052,50211.40541,4024000
NV,2053,50211.40541,4024000
NV,2054,50211.40541,4024000
MO,2055,50408.07948,7322000
MO,2056,50408.07948,7322000
MO,2057,50408.07948,7322000
MO,2058,50408.07948,7322000
MO,2059,50408.07948,7322000
GA,2060,50607.15876,13369000
GA,2061,50607.15876,13369000
GA,2062,50607.15876,13369000
GA,2063,50607.15876,13369000
GA,2064,50607.15876,13369000
OH,2050,50689.77775,13811000
OH,2051,50689.77775,13811000
OH,2052,50689.77775,13811000
OH,2053,50689.77775,13811000
OH,2054,50689.77775,13811000
IN,2055,50691.12031,8115000
IN,2056,50691.12031,8115000
IN,2057,50691.12031,8115000
IN,2058,50691.12031,8115000
IN,2059,50691.12031,8115000
ID,2060,50744.40395,2326000
ID,2061,50744.40395,2326000
ID,2062,50744.40395,2326000
ID,2063,50744.40395,2326000
ID,2064,50744.40395,2326000
VA,2045,50771.31023,9986000
VA,2046,50771.31023,9986000
VA,2047,50771.31023,9986000
VA,2048,50771.31023,9986000
VA,2049,50771.31023,9986000
OK,2050,50782.19574,4557000
OK,2051,50782.19574,4557000
OK,2052,50782.19574,4557000
OK,2053,50782.19574,4557000
OK,2054,50782.19574,4557000
LA,2050,50784.54072,5275000
LA,2051,50784.54072,5275000
LA,2052,50784.54072,5275000
LA,2053,50784.54072,5275000
LA,2054,50784.54072,5275000
IL,2035,50879.49489,13551000
IL,2036,50879.49489,13551000
IL,2037,50879.49489,13551000
IL,2038,50879.49489,13551000
IL,2039,50879.49489,13551000
MN,2040,50955.50936,6437000
MN,2041,50955.50936,6437000
MN,2042,50955.50936,6437000
MN,2043,50955.50936,6437000
MN,2044,50955.50936,6437000
FL,2075,50969.6484,30440000
FL,2076,50969.6484,30440000
FL,2077,50969.6484,30440000
FL,2078,50969.6484,30440000
FL,2079,50969.6484,30440000
AL,2065,50980.5692,5877000
AL,2066,50980.5692,5877000
AL,2067,50980.5692,5877000
AL,2068,50980.5692,5877000
AL,2069,50980.5692,5877000
KY,2065,50991.7792,5360000
KY,2066,50991.7792,5360000
KY,2067,50991.7792,5360000
KY,2068,50991.7792,5360000
KY,2069,50991.7792,5360000
AR,2075,50998.82828,3642000
AR,2076,50998.82828,3642000
AR,2077,50998.82828,3642000
AR,2078,50998.82828,3642000
AR,2079,50998.82828,3642000
CO,2035,51019.99151,6663000
CO,2036,51019.99151,6663000
CO,2037,51019.99151,6663000
CO,2038,51019.99151,6663000
CO,2039,51019.99151,6663000
CA,2025,51078.74526,41058000
CA,2026,51078.74526,41058000
CA,2027,51078.74526,41058000
CA,2028,51078.74526,41058000
CA,2029,51078.74526,41058000
DE,2045,51249.561,1172000
DE,2046,51249.561,1172000
DE,2047,51249.561,1172000
DE,2048,51249.561,1172000
DE,2049,51249.561,1172000
CT,2030,51263.64838,3747000
CT,2031,51263.64838,3747000
CT,2032,51263.64838,3747000
CT,2033,51263.64838,3747000
CT,2034,51263.64838,3747000
UT,2045,51301.64535,3998000
UT,2046,51301.64535,3998000
UT,2047,51301.64535,3998000
UT,2048,51301.64535,3998000
UT,2049,51301.64535,3998000
SC,2100,51327.98257,6886000
NM,2055,51403.57837,2464000
NM,2056,51403.57837,2464000
NM,2057,51403.57837,2464000
NM,2058,51403.57837,2464000
NM,2059,51403.57837,2464000
NJ,2035,51470.62883,9813000
NJ,2036,51470.62883,9813000
NJ,2037,51470.62883,9813000
NJ,2038,51470.62883,9813000
NJ,2039,51470.62883,9813000
WV,2080,51490.57857,2025000
WV,2081,51490.57857,2025000
WV,2082,51490.57857,2025000
WV,2083,51490.57857,2025000
WV,2084,51490.57857,2025000
AZ,2055,51609.96617,9566000
AZ,2056,51609.96617,9566000
AZ,2057,51609.96617,9566000
AZ,2058,51609.96617,9566000
AZ,2059,51609.96617,9566000
ND,2030,51619.98813,816000
ND,2031,51619.98813,816000
ND,2032,51619.98813,816000
ND,2033,51619.98813,816000
ND,2034,51619.98813,816000
NC,2065,51696.60362,13258000
NC,2066,51696.60362,13258000
NC,2067,51696.60362,13258000
NC,2068,51696.60362,13258000
NC,2069,51696.60362,13258000
MI,2055,51729.49539,11974000
MI,2056,51729.49539,11974000
MI,2057,51729.49539,11974000
MI,2058,51729.49539,11974000
MI,2059,51729.49539,11974000
MT,2065,51763.82294,1275000
MT,2066,51763.82294,1275000
MT,2067,51763.82294,1275000
MT,2068,51763.82294,1275000
MT,2069,51763.82294,1275000
TN,2050,51771.8945,8142000
TN,2051,51771.8945,8142000
TN,2052,51771.8945,8142000
TN,2053,51771.8945,8142000
TN,2054,51771.8945,8142000
SD,2055,51795.53384,1047000
SD,2056,51795.53384,1047000
SD,2057,51795.53384,1047000
SD,2058,51795.53384,1047000
SD,2059,51795.53384,1047000
HI,2045,51828.42741,1583000
HI,2046,51828.42741,1583000
HI,2047,51828.42741,1583000
HI,2048,51828.42741,1583000
HI,2049,51828.42741,1583000
ME,2055,51872.75822,1510000
ME,2056,51872.75822,1510000
ME,2057,51872.75822,1510000
ME,2058,51872.75822,1510000
ME,2059,51872.75822,1510000
MS,2090,51900.30475,3514000
MS,2091,51900.30475,3514000
MS,2092,51900.30475,3514000
MS,2093,51900.30475,3514000
MS,2094,51900.30475,3514000
VT,2050,52142.34672,678000
VT,2051,52142.34672,678000
VT,2052,52142.34672,678000
VT,2053,52142.34672,678000
VT,2054,52142.34672,678000
WI,2050,52333.69856,6744000
WI,2051,52333.69856,6744000
WI,2052,52333.69856,6744000
WI,2053,52333.69856,6744000
WI,2054,52333.69856,6744000
NH,2040,52351.50142,1510000
NH,2041,52351.50142,1510000
NH,2042,52351.50142,1510000
NH,2043,52351.50142,1510000
NH,2044,52351.50142,1510000
OR,2050,52624.68079,5169000
OR,2051,52624.68079,5169000
OR,2052,52624.68079,5169000
OR,2053,52624.68079,5169000
OR,2054,52624.68079,5169000
AK,2035,52664.1856,764000
AK,2036,52664.1856,764000
AK,2037,52664.1856,764000
AK,2038,52664.1856,764000
AK,2039,52664.1856,764000
TX,2040,52691.33402,34511000
TX,2041,52691.33402,34511000
TX,2042,52691.33402,34511000
TX,2043,52691.33402,34511000
TX,2044,52691.33402,34511000
NE,2045,52705.6855,2240000
NE,2046,52705.6855,2240000
NE,2047,52705.6855,2240000
NE,2048,52705.6855,2240000
NE,2049,52705.6855,2240000
WY,2035,52761.51576,610000
WY,2036,52761.51576,610000
WY,2037,52761.51576,610000
WY,2038,52761.51576,610000
WY,2039,52761.51576,610000
MD,2045,52816.20499,7096000
MD,2046,52816.20499,7096000
MD,2047,52816.20499,7096000
MD,2048,52816.20499,7096000
MD,2049,52816.20499,7096000
GA,2065,52912.20471,13610000
GA,2066,52912.20471,13610000
GA,2067,52912.20471,13610000
GA,2068,52912.20471,13610000
GA,2069,52912.20471,13610000
FL,2080,52943.51325,30902000
FL,2081,52943.51325,30902000
FL,2082,52943.51325,30902000
FL,2083,52943.51325,30902000
FL,2084,52943.51325,30902000
MA,2025,53014.43074,7217000
MA,2026,53014.43074,7217000
MA,2027,53014.43074,7217000
MA,2028,53014.43074,7217000
MA,2029,53014.43074,7217000
MO,2060,53058.12402,7472000
MO,2061,53058.12402,7472000
MO,2062,53058.12402,7472000
MO,2063,53058.12402,7472000
MO,2064,53058.12402,7472000
IA,2050,53145.62638,3641000
IA,2051,53145.62638,3641000
IA,2052,53145.62638,3641000
IA,2053,53145.62638,3641000
IA,2054,53145.62638,3641000
WA,2025,53355.21903,8213000
WA,2026,53355.21903,8213000
WA,2027,53355.21903,8213000
WA,2028,53355.21903,8213000
WA,2029,53355.21903,8213000
WV,2085,53367.94366,2024000
WV,2086,53367.94366,2024000
WV,2087,53367.94366,2024000
WV,2088,53367.94366,2024000
WV,2089,53367.94366,2024000
AR,2080,53460.316,3667000
AR,2081,53460.316,3667000
AR,2082,53460.316,3667000
AR,2083,53460.316,3667000
AR,2084,53460.316,3667000
VA,2050,53614.09625,10216000
VA,2051,53614.09625,10216000
VA,2052,53614.09625,10216000
VA,2053,53614.09625,10216000
VA,2054,53614.09625,10216000
AL,2070,53616.10812,5961000
AL,2071,53616.10812,5961000
AL,2072,53616.10812,5961000
AL,2073,53616.10812,5961000
AL,2074,53616.10812,5961000
KY,2070,53627.89765,5434000
KY,2071,53627.89765,5434000
KY,2072,53627.89765,5434000
KY,2073,53627.89765,5434000
KY,2074,53627.89765,5434000
MS,2095,53653.35337,3502000
MS,2096,53653.35337,3502000
MS,2097,53653.35337,3502000
MS,2098,53653.35337,3502000
MS,2099,53653.35337,3502000
RI,2050,53674.07376,1263000
RI,2051,53674.07376,1263000
RI,2052,53674.07376,1263000
RI,2053,53674.07376,1263000
RI,2054,53674.07376,1263000
KS,2050,53686.62311,3354000
KS,2051,53686.62311,3354000
KS,2052,53686.62311,3354000
KS,2053,53686.62311,3354000
KS,2054,53686.62311,3354000
IN,2060,53819.75146,8286000
IN,2061,53819.75146,8286000
IN,2062,53819.75146,8286000
IN,2063,53819.75146,8286000
IN,2064,53819.75146,8286000
NY,2025,53885.63377,19655000
NY,2026,53885.63377,19655000
NY,2027,53885.63377,19655000
NY,2028,53885.63377,19655000
NY,2029,53885.63377,19655000
NC,2070,53933.51596,13468000
NC,2071,53933.51596,13468000
NC,2072,53933.51596,13468000
NC,2073,53933.51596,13468000
NC,2074,53933.51596,13468000
OH,2055,54019.63744,14133000
OH,2056,54019.63744,14133000
OH,2057,54019.63744,14133000
OH,2058,54019.63744,14133000
OH,2059,54019.63744,14133000
DE,2050,54119.12523,1202000
DE,2051,54119.12523,1202000
DE,2052,54119.12523,1202000
DE,2053,54119.12523,1202000
DE,2054,54119.12523,1202000
IL,2040,54260.2697,13985000
IL,2041,54260.2697,13985000
IL,2042,54260.2697,13985000
IL,2043,54260.2697,13985000
IL,2044,54260.2697,13985000
ID,2065,54303.00924,2365000
ID,2066,54303.00924,2365000
ID,2067,54303.00924,2365000
ID,2068,54303.00924,2365000
ID,2069,54303.00924,2365000
NV,2055,54304.90361,4127000
NV,2056,54304.90361,4127000
NV,2057,54304.90361,4127000
NV,2058,54304.90361,4127000
NV,2059,54304.90361,4127000
PA,2045,54353.48598,14649000
PA,2046,54353.48598,14649000
PA,2047,54353.48598,14649000
PA,2048,54353.48598,14649000
PA,2049,54353.48598,14649000
OK,2055,54374.55755,4644000
OK,2056,54374.55755,4644000
OK,2057,54374.55755,4644000
OK,2058,54374.55755,4644000
OK,2059,54374.55755,4644000
LA,2055,54377.06841,5382000
LA,2056,54377.06841,5382000
LA,2057,54377.06841,5382000
LA,2058,54377.06841,5382000
LA,2059,54377.06841,5382000
SD,2060,54518.51938,1061000
SD,2061,54518.51938,1061000
SD,2062,54518.51938,1061000
SD,2063,54518.51938,1061000
SD,2064,54518.51938,1061000
FL,2085,54873.85286,31186000
FL,2086,54873.85286,31186000
FL,2087,54873.85286,31186000
FL,2088,54873.85286,31186000
FL,2089,54873.85286,31186000
MI,2060,54922.21455,12233000
MI,2061,54922.21455,12233000
MI,2062,54922.21455,12233000
MI,2063,54922.21455,12233000
MI,2064,54922.21455,12233000
MN,2045,55008.51605,6578000
MN,2046,55008.51605,6578000
MN,2047,55008.51605,6578000
MN,2048,55008.51605,6578000
MN,2049,55008.51605,6578000
TN,2055,55011.78241,8304000
TN,2056,55011.78241,8304000
TN,2057,55011.78241,8304000
TN,2058,55011.78241,8304000
TN,2059,55011.78241,8304000
MT,2070,55100.5349,1289000
MT,2071,55100.5349,1289000
MT,2072,55100.5349,1289000
MT,2073,55100.5349,1289000
MT,2074,55100.5349,1289000
CO,2040,55145.35851,6871000
CO,2041,55145.35851,6871000
CO,2042,55145.35851,6871000
CO,2043,55145.35851,6871000
CO,2044,55145.35851,6871000
WV,2090,55193.59001,2023000
WV,2091,55193.59001,2023000
WV,2092,55193.59001,2023000
WV,2093,55193.59001,2023000
WV,2094,55193.59001,2023000
GA,2070,55201.71611,13851000
GA,2071,55201.71611,13851000
GA,2072,55201.71611,13851000
GA,2073,55201.71611,13851000
GA,2074,55201.71611,13851000
MS,2100,55274.13766,3490000
ND,2035,55300.37117,834000
ND,2036,55300.37117,834000
ND,2037,55300.37117,834000
ND,2038,55300.37117,834000
ND,2039,55300.37117,834000
NM,2060,55300.44638,2513000
NM,2061,55300.44638,2513000
NM,2062,55300.44638,2513000
NM,2063,55300.44638,2513000
NM,2064,55300.44638,2513000
CA,2030,55400.84825,42583000
CA,2031,55400.84825,42583000
CA,2032,55400.84825,42583000
CA,2033,55400.84825,42583000
CA,2034,55400.84825,42583000
NJ,2040,55401.84606,10143000
NJ,2041,55401.84606,10143000
NJ,2042,55401.84606,10143000
NJ,2043,55401.84606,10143000
NJ,2044,55401.84606,10143000
AZ,2060,55522.48029,9803000
AZ,2061,55522.48029,9803000
AZ,2062,55522.48029,9803000
AZ,2063,55522.48029,9803000
AZ,2064,55522.48029,9803000
UT,2050,55536.1535,4099000
UT,2051,55536.1535,4099000
UT,2052,55536.1535,4099000
UT,2053,55536.1535,4099000
UT,2054,55536.1535,4099000
HI,2050,55583.45747,1620000
HI,2051,55583.45747,1620000
HI,2052,55583.45747,1620000
HI,2053,55583.45747,1620000
HI,2054,55583.45747,1620000
CT,2035,55632.24945,3872000
CT,2036,55632.24945,3872000
CT,2037,55632.24945,3872000
CT,2038,55632.24945,3872000
CT,2039,55632.24945,3872000
MO,2065,55695.63682,7606000
MO,2066,55695.63682,7606000
MO,2067,55695.63682,7606000
MO,2068,55695.63682,7606000
MO,2069,55695.63682,7606000
WI,2055,55771.54897,6870000
WI,2056,55771.54897,6870000
WI,2057,55771.54897,6870000
WI,2058,55771.54897,6870000
WI,2059,55771.54897,6870000
MD,2050,55773.48872,7291000
MD,2051,55773.48872,7291000
MD,2052,55773.48872,7291000
MD,2053,55773.48872,7291000
MD,2054,55773.48872,7291000
AR,2085,55802.85487,3671000
AR,2086,55802.85487,3671000
AR,2087,55802.85487,3671000
AR,2088,55802.85487,3671000
AR,2089,55802.85487,3671000
IA,2055,56092.02016,3705000
IA,2056,56092.02016,3705000
IA,2057,56092.02016,3705000
IA,2058,56092.02016,3705000
IA,2059,56092.02016,3705000
ME,2060,56143.12902,1529000
ME,2061,56143.12902,1529000
ME,2062,56143.12902,1529000
ME,2063,56143.12902,1529000
ME,2064,56143.12902,1529000
NC,2075,56144.58298,13606000
NC,2076,56144.58298,13606000
NC,2077,56144.58298,13606000
NC,2078,56144.58298,13606000
NC,2079,56144.58298,13606000
AL,2075,56195.01544,6014000
AL,2076,56195.01544,6014000
AL,2077,56195.01544,6014000
AL,2078,56195.01544,6014000
AL,2079,56195.01544,6014000
KY,2075,56207.37203,5479000
KY,2076,56207.37203,5479000
KY,2077,56207.37203,5479000
KY,2078,56207.37203,5479000
KY,2079,56207.37203,5479000
OR,2055,56256.84082,5287000
OR,2056,56256.84082,5287000
OR,2057,56256.84082,5287000
OR,2058,56256.84082,5287000
OR,2059,56256.84082,5287000
AK,2040,56279.51179,782000
AK,2041,56279.51179,782000
AK,2042,56279.51179,782000
AK,2043,56279.51179,782000
AK,2044,56279.51179,782000
VA,2055,56300.43041,10441000
VA,2056,56300.43041,10441000
VA,2057,56300.43041,10441000
VA,2058,56300.43041,10441000
VA,2059,56300.43041,10441000
KS,2055,56663.00975,3422000
KS,2056,56663.00975,3422000
KS,2057,56663.00975,3422000
KS,2058,56663.00975,3422000
KS,2059,56663.00975,3422000
NE,2050,56682.60268,2288000
NE,2051,56682.60268,2288000
NE,2052,56682.60268,2288000
NE,2053,56682.60268,2288000
NE,2054,56682.60268,2288000
FL,2090,56751.01436,31470000
FL,2091,56751.01436,31470000
FL,2092,56751.01436,31470000
FL,2093,56751.01436,31470000
FL,2094,56751.01436,31470000
VT,2055,56774.57495,684000
VT,2056,56774.57495,684000
VT,2057,56774.57495,684000
VT,2058,56774.57495,684000
VT,2059,56774.57495,684000
DE,2055,56830.76387,1231000
DE,2056,56830.76387,1231000
DE,2057,56830.76387,1231000
DE,2058,56830.76387,1231000
DE,2059,56830.76387,1231000
TX,2045,56911.84521,35425000
TX,2046,56911.84521,35425000
TX,2047,56911.84521,35425000
TX,2048,56911.84521,35425000
TX,2049,56911.84521,35425000
IN,2065,56927.81267,8438000
IN,2066,56927.81267,8438000
IN,2067,56927.81267,8438000
IN,2068,56927.81267,8438000
IN,2069,56927.81267,8438000
WV,2095,56957.06053,2013000
WV,2096,56957.06053,2013000
WV,2097,56957.06053,2013000
WV,2098,56957.06053,2013000
WV,2099,56957.06053,2013000
WY,2040,57027.69867,625000
WY,2041,57027.69867,625000
WY,2042,57027.69867,625000
WY,2043,57027.69867,625000
WY,2044,57027.69867,625000
SD,2065,57228.62825,1072000
SD,2066,57228.62825,1072000
SD,2067,57228.62825,1072000
SD,2068,57228.62825,1072000
SD,2069,57228.62825,1072000
OH,2060,57353.70304,14455000
OH,2061,57353.70304,14455000
OH,2062,57353.70304,14455000
OH,2063,57353.70304,14455000
OH,2064,57353.70304,14455000
GA,2075,57464.77447,14015000
GA,2076,57464.77447,14015000
GA,2077,57464.77447,14015000
GA,2078,57464.77447,14015000
GA,2079,57464.77447,14015000
NH,2045,57536.33996,1537000
NH,2046,57536.33996,1537000
NH,2047,57536.33996,1537000
NH,2048,57536.33996,1537000
NH,2049,57536.33996,1537000
ID,2070,57803.39793,2403000
ID,2071,57803.39793,2403000
ID,2072,57803.39793,2403000
ID,2073,57803.39793,2403000
ID,2074,57803.39793,2403000
OK,2060,57975.08462,4731000
OK,2061,57975.08462,4731000
OK,2062,57975.08462,4731000
OK,2063,57975.08462,4731000
OK,2064,57975.08462,4731000
LA,2060,57977.76175,5489000
LA,2061,57977.76175,5489000
LA,2062,57977.76175,5489000
LA,2063,57977.76175,5489000
LA,2064,57977.76175,5489000
AR,2090,58000.71091,3676000
AR,2091,58000.71091,3676000
AR,2092,58000.71091,3676000
AR,2093,58000.71091,3676000
AR,2094,58000.71091,3676000
MI,2065,58093.94239,12464000
MI,2066,58093.94239,12464000
MI,2067,58093.94239,12464000
MI,2068,58093.94239,12464000
MI,2069,58093.94239,12464000
IL,2045,58131.88948,14365000
IL,2046,58131.88948,14365000
IL,2047,58131.88948,14365000
IL,2048,58131.88948,14365000
IL,2049,58131.88948,14365000
TN,2060,58254.30774,8465000
TN,2061,58254.30774,8465000
TN,2062,58254.30774,8465000
TN,2063,58254.30774,8465000
TN,2064,58254.30774,8465000
MA,2030,58305.89006,7492000
MA,2031,58305.89006,7492000
MA,2032,58305.89006,7492000
MA,2033,58305.89006,7492000
MA,2034,58305.89006,7492000
MO,2070,58306.94255,7740000
MO,2071,58306.94255,7740000
MO,2072,58306.94255,7740000
MO,2073,58306.94255,7740000
MO,2074,58306.94255,7740000
NC,2080,58318.8538,13743000
NC,2081,58318.8538,13743000
NC,2082,58318.8538,13743000
NC,2083,58318.8538,13743000
NC,2084,58318.8538,13743000
MT,2075,58341.93898,1296000
MT,2076,58341.93898,1296000
MT,2077,58341.93898,1296000
MT,2078,58341.93898,1296000
MT,2079,58341.93898,1296000
WA,2030,58399.26895,8567000
WA,2031,58399.26895,8567000
WA,2032,58399.26895,8567000
WA,2033,58399.26895,8567000
WA,2034,58399.26895,8567000
NV,2060,58421.71898,4230000
NV,2061,58421.71898,4230000
NV,2062,58421.71898,4230000
NV,2063,58421.71898,4230000
NV,2064,58421.71898,4230000
NY,2030,58441.6552,20234000
NY,2031,58441.6552,20234000
NY,2032,58441.6552,20234000
NY,2033,58441.6552,20234000
NY,2034,58441.6552,20234000
RI,2055,58442.37773,1296000
RI,2056,58442.37773,1296000
RI,2057,58442.37773,1296000
RI,2058,58442.37773,1296000
RI,2059,58442.37773,1296000
FL,2095,58564.24559,31602000
FL,2096,58564.24559,31602000
FL,2097,58564.24559,31602000
FL,2098,58564.24559,31602000
FL,2099,58564.24559,31602000
MD,2055,58568.01923,7481000
MD,2056,58568.01923,7481000
MD,2057,58568.01923,7481000
MD,2058,58568.01923,7481000
MD,2059,58568.01923,7481000
WV,2100,58648.48909,2004000
AL,2080,58695.78062,6066000
AL,2081,58695.78062,6066000
AL,2082,58695.78062,6066000
AL,2083,58695.78062,6066000
AL,2084,58695.78062,6066000
PA,2050,58704.64,14993000
PA,2051,58704.64,14993000
PA,2052,58704.64,14993000
PA,2053,58704.64,14993000
PA,2054,58704.64,14993000
KY,2080,58708.6871,5524000
KY,2081,58708.6871,5524000
KY,2082,58708.6871,5524000
KY,2083,58708.6871,5524000
KY,2084,58708.6871,5524000
VA,2060,58992.67413,10666000
VA,2061,58992.67413,10666000
VA,2062,58992.67413,10666000
VA,2063,58992.67413,10666000
VA,2064,58992.67413,10666000
IA,2060,59040.87982,3768000
IA,2061,59040.87982,3768000
IA,2062,59040.87982,3768000
IA,2063,59040.87982,3768000
IA,2064,59040.87982,3768000
CA,2035,59156.08153,44113000
CA,2036,59156.08153,44113000
CA,2037,59156.08153,44113000
CA,2038,59156.08153,44113000
CA,2039,59156.08153,44113000
MN,2050,59159.19374,6718000
MN,2051,59159.19374,6718000
MN,2052,59159.19374,6718000
MN,2053,59159.19374,6718000
MN,2054,59159.19374,6718000
NM,2065,59178.55797,2556000
NM,2066,59178.55797,2556000
NM,2067,59178.55797,2556000
NM,2068,59178.55797,2556000
NM,2069,59178.55797,2556000
WI,2060,59213.7417,6996000
WI,2061,59213.7417,6996000
WI,2062,59213.7417,6996000
WI,2063,59213.7417,6996000
WI,2064,59213.7417,6996000
ND,2040,59376.05933,852000
ND,2041,59376.05933,852000
ND,2042,59376.05933,852000
ND,2043,59376.05933,852000
ND,2044,59376.05933,852000
AZ,2065,59416.16268,10017000
AZ,2066,59416.16268,10017000
AZ,2067,59416.16268,10017000
AZ,2068,59416.16268,10017000
AZ,2069,59416.16268,10017000
HI,2055,59419.83252,1656000
HI,2056,59419.83252,1656000
HI,2057,59419.83252,1656000
HI,2058,59419.83252,1656000
HI,2059,59419.83252,1656000
DE,2060,59548.36773,1260000
DE,2061,59548.36773,1260000
DE,2062,59548.36773,1260000
DE,2063,59548.36773,1260000
DE,2064,59548.36773,1260000
KS,2060,59641.88737,3491000
KS,2061,59641.88737,3491000
KS,2062,59641.88737,3491000
KS,2063,59641.88737,3491000
KS,2064,59641.88737,3491000
GA,2080,59690.17139,14180000
GA,2081,59690.17139,14180000
GA,2082,59690.17139,14180000
GA,2083,59690.17139,14180000
GA,2084,59690.17139,14180000
CO,2045,59747.7236,7051000
CO,2046,59747.7236,7051000
CO,2047,59747.7236,7051000
CO,2048,59747.7236,7051000
CO,2049,59747.7236,7051000
NE,2055,59825.08645,2335000
NE,2056,59825.08645,2335000
NE,2057,59825.08645,2335000
NE,2058,59825.08645,2335000
NE,2059,59825.08645,2335000
OR,2060,59895.00851,5404000
OR,2061,59895.00851,5404000
OR,2062,59895.00851,5404000
OR,2063,59895.00851,5404000
OR,2064,59895.00851,5404000
SD,2070,59911.80872,1083000
SD,2071,59911.80872,1083000
SD,2072,59911.80872,1083000
SD,2073,59911.80872,1083000
SD,2074,59911.80872,1083000
NJ,2045,59978.65958,10435000
NJ,2046,59978.65958,10435000
NJ,2047,59978.65958,10435000
NJ,2048,59978.65958,10435000
NJ,2049,59978.65958,10435000
IN,2070,59991.22006,8590000
IN,2071,59991.22006,8590000
IN,2072,59991.22006,8590000
IN,2073,59991.22006,8590000
IN,2074,59991.22006,8590000
AR,2095,60028.33955,3666000
AR,2096,60028.33955,3666000
AR,2097,60028.33955,3666000
AR,2098,60028.33955,3666000
AR,2099,60028.33955,3666000
UT,2055,60063.7532,4197000
UT,2056,60063.7532,4197000
UT,2057,60063.7532,4197000
UT,2058,60063.7532,4197000
UT,2059,60063.7532,4197000
FL,2100,60303.40201,31734000
ME,2065,60400.48564,1545000
ME,2066,60400.48564,1545000
ME,2067,60400.48564,1545000
ME,2068,60400.48564,1545000
ME,2069,60400.48564,1545000
NC,2085,60445.18027,13801000
NC,2086,60445.18027,13801000
NC,2087,60445.18027,13801000
NC,2088,60445.18027,13801000
NC,2089,60445.18027,13801000
AK,2045,60480.96529,797000
AK,2046,60480.96529,797000
AK,2047,60480.96529,797000
AK,2048,60480.96529,797000
AK,2049,60480.96529,797000
OH,2065,60665.84802,14744000
OH,2066,60665.84802,14744000
OH,2067,60665.84802,14744000
OH,2068,60665.84802,14744000
OH,2069,60665.84802,14744000
MO,2075,60875.7375,7831000
MO,2076,60875.7375,7831000
MO,2077,60875.7375,7831000
MO,2078,60875.7375,7831000
MO,2079,60875.7375,7831000
CT,2040,61014.84359,3998000
CT,2041,61014.84359,3998000
CT,2042,61014.84359,3998000
CT,2043,61014.84359,3998000
CT,2044,61014.84359,3998000
AL,2085,61097.22992,6084000
AL,2086,61097.22992,6084000
AL,2087,61097.22992,6084000
AL,2088,61097.22992,6084000
AL,2089,61097.22992,6084000
KY,2085,61110.66444,5537000
KY,2086,61110.66444,5537000
KY,2087,61110.66444,5537000
KY,2088,61110.66444,5537000
KY,2089,61110.66444,5537000
ID,2075,61203.80358,2428000
ID,2076,61203.80358,2428000
ID,2077,61203.80358,2428000
ID,2078,61203.80358,2428000
ID,2079,61203.80358,2428000
MI,2070,61220.10172,12694000
MI,2071,61220.10172,12694000
MI,2072,61220.10172,12694000
MI,2073,61220.10172,12694000
MI,2074,61220.10172,12694000
MD,2060,61368.69732,7671000
MD,2061,61368.69732,7671000
MD,2062,61368.69732,7671000
MD,2063,61368.69732,7671000
MD,2064,61368.69732,7671000
TX,2050,61433.44151,36338000
TX,2051,61433.44151,36338000
TX,2052,61433.44151,36338000
TX,2053,61433.44151,36338000
TX,2054,61433.44151,36338000
MT,2080,61446.1573,1303000
MT,2081,61446.1573,1303000
MT,2082,61446.1573,1303000
MT,2083,61446.1573,1303000
MT,2084,61446.1573,1303000
VT,2060,61448.48271,690000
VT,2061,61448.48271,690000
VT,2062,61448.48271,690000
VT,2063,61448.48271,690000
VT,2064,61448.48271,690000
TN,2065,61477.23441,8607000
TN,2066,61477.23441,8607000
TN,2067,61477.23441,8607000
TN,2068,61477.23441,8607000
TN,2069,61477.23441,8607000
OK,2065,61552.66816,4808000
OK,2066,61552.66816,4808000
OK,2067,61552.66816,4808000
OK,2068,61552.66816,4808000
OK,2069,61552.66816,4808000
LA,2065,61555.5105,5583000
LA,2066,61555.5105,5583000
LA,2067,61555.5105,5583000
LA,2068,61555.5105,5583000
LA,2069,61555.5105,5583000
VA,2065,61679.66205,10867000
VA,2066,61679.66205,10867000
VA,2067,61679.66205,10867000
VA,2068,61679.66205,10867000
VA,2069,61679.66205,10867000
WY,2045,61787.1616,636000
WY,2046,61787.1616,636000
WY,2047,61787.1616,636000
WY,2048,61787.1616,636000
WY,2049,61787.1616,636000
AR,2100,61862.60342,3656000
GA,2085,61866.4966,14262000
GA,2086,61866.4966,14262000
GA,2087,61866.4966,14262000
GA,2088,61866.4966,14262000
GA,2089,61866.4966,14262000
IA,2065,61975.79467,3824000
IA,2066,61975.79467,3824000
IA,2067,61975.79467,3824000
IA,2068,61975.79467,3824000
IA,2069,61975.79467,3824000
IL,2050,62121.34891,14744000
IL,2051,62121.34891,14744000
IL,2052,62121.34891,14744000
IL,2053,62121.34891,14744000
IL,2054,62121.34891,14744000
DE,2065,62260.66629,1287000
DE,2066,62260.66629,1287000
DE,2067,62260.66629,1287000
DE,2068,62260.66629,1287000
DE,2069,62260.66629,1287000
WA,2035,62357.74406,8839000
WA,2036,62357.74406,8839000
WA,2037,62357.74406,8839000
WA,2038,62357.74406,8839000
WA,2039,62357.74406,8839000
MN,2055,62438.97972,6855000
MN,2056,62438.97972,6855000
